Source,Target,Weight
gmaxwell,bardiharborow,2
jonasschnelli,DomT4,1
WyseNynja,DomT4,1
fanquake,DomT4,2
laanwj,dexX7,10
dexX7,jonasschnelli,4
jgarzik,ExperimentsAndIdeas,1
laanwj,ExperimentsAndIdeas,1
glaksmono,fanquake,1
glaksmono,Sjors,1
glaksmono,tylerdmace,1
glaksmono,jamesob,1
fanquake,tylerdmace,1
fanquake,jamesob,1
Sjors,tylerdmace,1
Sjors,jamesob,2
tylerdmace,jamesob,1
Diapolo,jeffrade,1
laanwj,jeffrade,4
jeffrade,promag,1
jeffrade,MarcoFalke,7
luke-jr,promag,16
jgarzik,promag,3
laanwj,TheButterZone,1
laanwj,jemmons,1
laanwj,raarts,1
laanwj,Megatokio,1
laanwj,tom-seddon,1
TheButterZone,jemmons,1
TheButterZone,mikehearn,1
TheButterZone,raarts,1
TheButterZone,gubatron,1
TheButterZone,Megatokio,1
TheButterZone,tom-seddon,1
jemmons,mikehearn,1
jemmons,raarts,1
jemmons,gubatron,1
jemmons,Megatokio,1
jemmons,tom-seddon,1
mikehearn,raarts,1
mikehearn,gubatron,2
mikehearn,Megatokio,1
mikehearn,tom-seddon,1
raarts,gubatron,1
raarts,Megatokio,1
raarts,tom-seddon,1
gubatron,Megatokio,1
gubatron,tom-seddon,1
Megatokio,tom-seddon,1
ghost,wtogami,1
luke-jr,petertodd,5
luke-jr,kazcw,1
luke-jr,SergioDemianLerner,1
luke-jr,luziusmeisser,1
gmaxwell,petertodd,7
gmaxwell,kazcw,1
gmaxwell,SergioDemianLerner,1
gmaxwell,luziusmeisser,1
gmaxwell,Sjors,5
mikehearn,petertodd,3
mikehearn,rebroad,2
mikehearn,kazcw,1
mikehearn,SergioDemianLerner,2
mikehearn,luziusmeisser,1
mikehearn,Sjors,2
petertodd,rebroad,4
petertodd,kazcw,1
petertodd,SergioDemianLerner,1
petertodd,luziusmeisser,1
petertodd,Sjors,2
sipa,kazcw,1
sipa,SergioDemianLerner,1
sipa,luziusmeisser,1
rebroad,kazcw,1
rebroad,SergioDemianLerner,1
rebroad,luziusmeisser,1
rebroad,Sjors,5
kazcw,SergioDemianLerner,1
kazcw,luziusmeisser,1
kazcw,Sjors,1
SergioDemianLerner,luziusmeisser,1
SergioDemianLerner,Sjors,1
luziusmeisser,Sjors,1
luke-jr,qubez,1
gavinandresen,super3,2
gmaxwell,super3,2
Diapolo,super3,2
super3,sipa,3
super3,mikehearn,1
super3,jgarzik,2
super3,qubez,1
mikehearn,qubez,1
jgarzik,qubez,1
luke-jr,pox,1
laanwj,pox,1
MarcoFalke,pox,1
laanwj,AllThingsBitcoin,1
Suffice,deed02392,1
Suffice,kuzetsa,1
Suffice,gmaxwell,1
deed02392,kuzetsa,1
deed02392,gmaxwell,1
kuzetsa,gmaxwell,1
sipa,ShawnKimble,1
sipa,meshcollider,20
sipa,jnewbery,22
sipa,fjahr,3
ShawnKimble,jonasschnelli,1
ShawnKimble,meshcollider,1
ShawnKimble,jnewbery,1
ShawnKimble,fjahr,1
ShawnKimble,MarcoFalke,1
jonasschnelli,meshcollider,16
jonasschnelli,jnewbery,20
jonasschnelli,fjahr,1
meshcollider,jnewbery,13
meshcollider,fjahr,2
jnewbery,fjahr,1
jnewbery,MarcoFalke,53
fjahr,MarcoFalke,8
gastonmorixe,laanwj,1
gastonmorixe,schildbach,1
gastonmorixe,kechan,1
gastonmorixe,slacka,1
gastonmorixe,jcalfee,1
gastonmorixe,theuni,1
gastonmorixe,NeoMod,1
gastonmorixe,tanusreechatterjee,1
gastonmorixe,paulbrittain,1
gastonmorixe,wullxz,1
gastonmorixe,skysider,1
gastonmorixe,cameronbergh,1
gastonmorixe,bvrulez,1
laanwj,kechan,1
laanwj,slacka,1
laanwj,jcalfee,1
laanwj,NeoMod,1
laanwj,tanusreechatterjee,1
laanwj,paulbrittain,1
laanwj,wullxz,1
laanwj,skysider,1
laanwj,cameronbergh,1
laanwj,bvrulez,2
schildbach,kechan,1
schildbach,slacka,1
schildbach,jcalfee,1
schildbach,theuni,1
schildbach,NeoMod,1
schildbach,tanusreechatterjee,1
schildbach,paulbrittain,1
schildbach,wullxz,1
schildbach,skysider,1
schildbach,cameronbergh,1
schildbach,bvrulez,1
kechan,slacka,1
kechan,jcalfee,1
kechan,theuni,1
kechan,NeoMod,1
kechan,tanusreechatterjee,1
kechan,paulbrittain,1
kechan,wullxz,1
kechan,skysider,1
kechan,cameronbergh,1
kechan,bvrulez,1
slacka,jcalfee,1
slacka,theuni,1
slacka,NeoMod,1
slacka,tanusreechatterjee,1
slacka,paulbrittain,1
slacka,wullxz,1
slacka,skysider,1
slacka,cameronbergh,1
slacka,bvrulez,1
jcalfee,theuni,1
jcalfee,NeoMod,1
jcalfee,tanusreechatterjee,1
jcalfee,paulbrittain,1
jcalfee,wullxz,1
jcalfee,skysider,1
jcalfee,cameronbergh,1
jcalfee,bvrulez,1
theuni,NeoMod,1
theuni,tanusreechatterjee,1
theuni,paulbrittain,1
theuni,wullxz,1
theuni,skysider,1
theuni,cameronbergh,1
theuni,bvrulez,1
NeoMod,tanusreechatterjee,1
NeoMod,paulbrittain,1
NeoMod,wullxz,1
NeoMod,skysider,1
NeoMod,cameronbergh,1
NeoMod,bvrulez,1
tanusreechatterjee,paulbrittain,1
tanusreechatterjee,wullxz,1
tanusreechatterjee,skysider,1
tanusreechatterjee,cameronbergh,1
tanusreechatterjee,bvrulez,1
paulbrittain,wullxz,1
paulbrittain,skysider,1
paulbrittain,cameronbergh,1
paulbrittain,bvrulez,1
wullxz,skysider,1
wullxz,cameronbergh,1
wullxz,bvrulez,1
skysider,cameronbergh,1
skysider,bvrulez,1
cameronbergh,bvrulez,1
jgarzik,Sjors,3
jgarzik,jimpo,1
jgarzik,vengat90,1
laanwj,jimpo,1
laanwj,vengat90,1
luke-jr,jimpo,1
luke-jr,vengat90,1
gmaxwell,jimpo,1
gmaxwell,vengat90,1
promag,Sjors,15
promag,jimpo,1
promag,vengat90,1
Sjors,jimpo,1
Sjors,vengat90,1
jimpo,vengat90,1
jimpo,MarcoFalke,2
vengat90,MarcoFalke,1
laanwj,DavidJohnstonCEO,1
luke-jr,DavidJohnstonCEO,1
gavinandresen,DavidJohnstonCEO,1
gmaxwell,DavidJohnstonCEO,1
jgarzik,shahnah,2
jgarzik,painlord2k,1
jgarzik,petertodd,3
jgarzik,simondlr,1
jgarzik,ABISprotocol,2
jgarzik,Giszmo,1
jgarzik,AdamISZ,1
jgarzik,raedah,1
jgarzik,chris-belcher,2
mikehearn,shahnah,1
mikehearn,painlord2k,1
mikehearn,simondlr,2
mikehearn,ABISprotocol,2
mikehearn,Giszmo,1
mikehearn,MarcoFalke,3
mikehearn,AdamISZ,1
mikehearn,raedah,1
mikehearn,chris-belcher,1
shahnah,painlord2k,1
shahnah,gmaxwell,2
shahnah,petertodd,1
shahnah,Diapolo,1
shahnah,simondlr,1
shahnah,ABISprotocol,1
shahnah,Giszmo,1
shahnah,sipa,1
shahnah,MarcoFalke,1
shahnah,AdamISZ,1
shahnah,raedah,1
shahnah,chris-belcher,1
shahnah,Sjors,1
painlord2k,gmaxwell,1
painlord2k,petertodd,1
painlord2k,Diapolo,1
painlord2k,simondlr,1
painlord2k,ABISprotocol,1
painlord2k,Giszmo,1
painlord2k,sipa,1
painlord2k,MarcoFalke,1
painlord2k,AdamISZ,1
painlord2k,raedah,1
painlord2k,chris-belcher,1
painlord2k,Sjors,1
gmaxwell,simondlr,1
gmaxwell,ABISprotocol,3
gmaxwell,Giszmo,1
gmaxwell,AdamISZ,1
gmaxwell,raedah,1
gmaxwell,chris-belcher,1
petertodd,Diapolo,2
petertodd,simondlr,1
petertodd,ABISprotocol,1
petertodd,Giszmo,1
petertodd,MarcoFalke,4
petertodd,AdamISZ,1
petertodd,raedah,1
petertodd,chris-belcher,1
Diapolo,simondlr,1
Diapolo,ABISprotocol,1
Diapolo,Giszmo,1
Diapolo,AdamISZ,1
Diapolo,raedah,1
Diapolo,chris-belcher,1
Diapolo,Sjors,2
simondlr,ABISprotocol,1
simondlr,Giszmo,1
simondlr,sipa,1
simondlr,MarcoFalke,2
simondlr,AdamISZ,1
simondlr,raedah,1
simondlr,chris-belcher,1
simondlr,Sjors,1
ABISprotocol,Giszmo,1
ABISprotocol,sipa,3
ABISprotocol,MarcoFalke,2
ABISprotocol,AdamISZ,1
ABISprotocol,raedah,1
ABISprotocol,chris-belcher,2
ABISprotocol,Sjors,1
Giszmo,sipa,2
Giszmo,MarcoFalke,1
Giszmo,AdamISZ,1
Giszmo,raedah,1
Giszmo,chris-belcher,1
Giszmo,Sjors,1
sipa,AdamISZ,1
sipa,raedah,1
sipa,chris-belcher,1
MarcoFalke,AdamISZ,1
MarcoFalke,raedah,1
MarcoFalke,chris-belcher,2
AdamISZ,raedah,1
AdamISZ,chris-belcher,1
AdamISZ,Sjors,1
raedah,chris-belcher,1
raedah,Sjors,1
chris-belcher,Sjors,1
fanquake,taoeffect,1
fanquake,imbolo,1
fanquake,Elijen,1
fanquake,dwasyluk,2
fanquake,gubatron,1
fanquake,hackervera,1
fanquake,SimonKaluza,1
fanquake,sylvainblot,1
fanquake,simonhard,1
fanquake,indolering,1
fanquake,neverpanic,1
fanquake,steaerox,1
fanquake,DirkyJerky,1
fanquake,simondlr,1
fanquake,midnightradio,1
fanquake,skaht,2
fanquake,deadalnix,1
fanquake,ironsniper,1
fanquake,markmark1,1
fanquake,bibz0r,1
fanquake,MarcoFalke,136
fanquake,DesWurstes,3
laanwj,taoeffect,1
laanwj,imbolo,1
laanwj,Elijen,1
laanwj,dwasyluk,2
laanwj,hackervera,1
laanwj,SimonKaluza,1
laanwj,sylvainblot,1
laanwj,simonhard,1
laanwj,indolering,1
laanwj,neverpanic,1
laanwj,steaerox,1
laanwj,DirkyJerky,1
laanwj,simondlr,1
laanwj,midnightradio,1
laanwj,skaht,2
laanwj,deadalnix,1
laanwj,ironsniper,1
laanwj,markmark1,1
laanwj,bibz0r,2
laanwj,DesWurstes,1
taoeffect,theuni,1
taoeffect,imbolo,1
taoeffect,Elijen,1
taoeffect,dwasyluk,1
taoeffect,gubatron,1
taoeffect,hackervera,1
taoeffect,SimonKaluza,1
taoeffect,sylvainblot,1
taoeffect,mikehearn,1
taoeffect,simonhard,1
taoeffect,indolering,1
taoeffect,ghost,1
taoeffect,gavinandresen,1
taoeffect,neverpanic,1
taoeffect,steaerox,1
taoeffect,DirkyJerky,1
taoeffect,simondlr,1
taoeffect,midnightradio,1
taoeffect,skaht,1
taoeffect,deadalnix,1
taoeffect,ironsniper,1
taoeffect,markmark1,1
taoeffect,bibz0r,1
taoeffect,MarcoFalke,1
taoeffect,DesWurstes,1
theuni,imbolo,1
theuni,Elijen,1
theuni,dwasyluk,1
theuni,gubatron,1
theuni,hackervera,1
theuni,SimonKaluza,1
theuni,sylvainblot,1
theuni,simonhard,1
theuni,indolering,1
theuni,neverpanic,1
theuni,steaerox,1
theuni,DirkyJerky,1
theuni,simondlr,1
theuni,midnightradio,1
theuni,skaht,2
theuni,deadalnix,1
theuni,ironsniper,1
theuni,markmark1,1
theuni,bibz0r,1
theuni,MarcoFalke,33
theuni,DesWurstes,2
imbolo,Elijen,1
imbolo,dwasyluk,1
imbolo,gubatron,1
imbolo,hackervera,1
imbolo,SimonKaluza,1
imbolo,sylvainblot,1
imbolo,mikehearn,1
imbolo,simonhard,1
imbolo,indolering,1
imbolo,ghost,1
imbolo,gavinandresen,2
imbolo,neverpanic,1
imbolo,steaerox,1
imbolo,DirkyJerky,1
imbolo,simondlr,1
imbolo,midnightradio,1
imbolo,skaht,1
imbolo,deadalnix,1
imbolo,ironsniper,1
imbolo,markmark1,1
imbolo,bibz0r,1
imbolo,MarcoFalke,1
imbolo,DesWurstes,1
Elijen,dwasyluk,1
Elijen,gubatron,1
Elijen,hackervera,1
Elijen,SimonKaluza,1
Elijen,sylvainblot,1
Elijen,mikehearn,1
Elijen,simonhard,1
Elijen,indolering,1
Elijen,ghost,1
Elijen,gavinandresen,1
Elijen,neverpanic,1
Elijen,steaerox,1
Elijen,DirkyJerky,1
Elijen,simondlr,1
Elijen,midnightradio,1
Elijen,skaht,1
Elijen,deadalnix,1
Elijen,ironsniper,1
Elijen,markmark1,1
Elijen,bibz0r,1
Elijen,MarcoFalke,1
Elijen,DesWurstes,1
dwasyluk,gubatron,1
dwasyluk,hackervera,1
dwasyluk,SimonKaluza,1
dwasyluk,sylvainblot,1
dwasyluk,mikehearn,1
dwasyluk,simonhard,1
dwasyluk,indolering,1
dwasyluk,ghost,1
dwasyluk,gavinandresen,1
dwasyluk,neverpanic,1
dwasyluk,steaerox,1
dwasyluk,DirkyJerky,1
dwasyluk,simondlr,1
dwasyluk,midnightradio,1
dwasyluk,skaht,1
dwasyluk,deadalnix,1
dwasyluk,ironsniper,1
dwasyluk,markmark1,1
dwasyluk,bibz0r,1
dwasyluk,MarcoFalke,1
dwasyluk,DesWurstes,1
gubatron,hackervera,1
gubatron,SimonKaluza,1
gubatron,sylvainblot,1
gubatron,simonhard,1
gubatron,indolering,1
gubatron,ghost,2
gubatron,gavinandresen,1
gubatron,neverpanic,1
gubatron,steaerox,1
gubatron,DirkyJerky,1
gubatron,simondlr,1
gubatron,midnightradio,1
gubatron,skaht,1
gubatron,deadalnix,1
gubatron,ironsniper,1
gubatron,markmark1,1
gubatron,bibz0r,1
gubatron,MarcoFalke,1
gubatron,DesWurstes,1
hackervera,SimonKaluza,1
hackervera,sylvainblot,1
hackervera,mikehearn,1
hackervera,simonhard,1
hackervera,indolering,1
hackervera,ghost,1
hackervera,gavinandresen,1
hackervera,neverpanic,1
hackervera,steaerox,1
hackervera,DirkyJerky,1
hackervera,simondlr,1
hackervera,midnightradio,1
hackervera,skaht,1
hackervera,deadalnix,1
hackervera,ironsniper,1
hackervera,markmark1,1
hackervera,bibz0r,1
hackervera,MarcoFalke,1
hackervera,DesWurstes,1
SimonKaluza,sylvainblot,1
SimonKaluza,mikehearn,1
SimonKaluza,simonhard,1
SimonKaluza,indolering,1
SimonKaluza,ghost,1
SimonKaluza,gavinandresen,1
SimonKaluza,neverpanic,1
SimonKaluza,steaerox,1
SimonKaluza,DirkyJerky,1
SimonKaluza,simondlr,1
SimonKaluza,midnightradio,1
SimonKaluza,skaht,1
SimonKaluza,deadalnix,1
SimonKaluza,ironsniper,1
SimonKaluza,markmark1,1
SimonKaluza,bibz0r,1
SimonKaluza,MarcoFalke,1
SimonKaluza,DesWurstes,1
sylvainblot,mikehearn,1
sylvainblot,simonhard,1
sylvainblot,indolering,1
sylvainblot,ghost,1
sylvainblot,gavinandresen,1
sylvainblot,neverpanic,1
sylvainblot,steaerox,1
sylvainblot,DirkyJerky,1
sylvainblot,simondlr,1
sylvainblot,midnightradio,1
sylvainblot,skaht,1
sylvainblot,deadalnix,1
sylvainblot,ironsniper,1
sylvainblot,markmark1,1
sylvainblot,bibz0r,1
sylvainblot,MarcoFalke,1
sylvainblot,DesWurstes,1
mikehearn,simonhard,1
mikehearn,indolering,1
mikehearn,ghost,1
mikehearn,neverpanic,1
mikehearn,steaerox,1
mikehearn,DirkyJerky,1
mikehearn,midnightradio,1
mikehearn,skaht,1
mikehearn,deadalnix,1
mikehearn,ironsniper,1
mikehearn,markmark1,1
mikehearn,bibz0r,1
mikehearn,DesWurstes,1
simonhard,indolering,1
simonhard,ghost,1
simonhard,gavinandresen,1
simonhard,neverpanic,1
simonhard,steaerox,1
simonhard,DirkyJerky,1
simonhard,simondlr,1
simonhard,midnightradio,1
simonhard,skaht,1
simonhard,deadalnix,1
simonhard,ironsniper,1
simonhard,markmark1,1
simonhard,bibz0r,1
simonhard,MarcoFalke,1
simonhard,DesWurstes,1
indolering,ghost,1
indolering,gavinandresen,1
indolering,neverpanic,1
indolering,steaerox,1
indolering,DirkyJerky,1
indolering,simondlr,1
indolering,midnightradio,1
indolering,skaht,1
indolering,deadalnix,1
indolering,ironsniper,1
indolering,markmark1,1
indolering,bibz0r,1
indolering,MarcoFalke,1
indolering,DesWurstes,1
ghost,neverpanic,1
ghost,steaerox,1
ghost,DirkyJerky,1
ghost,simondlr,1
ghost,midnightradio,1
ghost,skaht,1
ghost,deadalnix,1
ghost,ironsniper,1
ghost,markmark1,1
ghost,bibz0r,1
ghost,DesWurstes,1
gavinandresen,neverpanic,1
gavinandresen,steaerox,1
gavinandresen,DirkyJerky,1
gavinandresen,simondlr,1
gavinandresen,midnightradio,1
gavinandresen,skaht,1
gavinandresen,deadalnix,1
gavinandresen,ironsniper,1
gavinandresen,markmark1,1
gavinandresen,bibz0r,1
gavinandresen,DesWurstes,1
neverpanic,steaerox,1
neverpanic,DirkyJerky,1
neverpanic,simondlr,1
neverpanic,midnightradio,1
neverpanic,skaht,1
neverpanic,deadalnix,1
neverpanic,ironsniper,1
neverpanic,markmark1,1
neverpanic,bibz0r,1
neverpanic,MarcoFalke,1
neverpanic,DesWurstes,1
steaerox,DirkyJerky,1
steaerox,simondlr,1
steaerox,midnightradio,1
steaerox,skaht,1
steaerox,deadalnix,1
steaerox,ironsniper,1
steaerox,markmark1,1
steaerox,bibz0r,1
steaerox,MarcoFalke,1
steaerox,DesWurstes,1
DirkyJerky,simondlr,1
DirkyJerky,midnightradio,1
DirkyJerky,skaht,1
DirkyJerky,deadalnix,1
DirkyJerky,ironsniper,1
DirkyJerky,markmark1,1
DirkyJerky,bibz0r,1
DirkyJerky,MarcoFalke,1
DirkyJerky,DesWurstes,1
simondlr,midnightradio,1
simondlr,skaht,1
simondlr,deadalnix,1
simondlr,ironsniper,1
simondlr,markmark1,1
simondlr,bibz0r,1
simondlr,DesWurstes,1
midnightradio,skaht,1
midnightradio,deadalnix,1
midnightradio,ironsniper,1
midnightradio,markmark1,1
midnightradio,bibz0r,1
midnightradio,MarcoFalke,1
midnightradio,DesWurstes,1
skaht,deadalnix,1
skaht,ironsniper,1
skaht,markmark1,1
skaht,bibz0r,1
skaht,MarcoFalke,1
skaht,DesWurstes,1
deadalnix,ironsniper,1
deadalnix,markmark1,1
deadalnix,bibz0r,1
deadalnix,MarcoFalke,2
deadalnix,DesWurstes,1
ironsniper,markmark1,1
ironsniper,bibz0r,1
ironsniper,MarcoFalke,1
ironsniper,DesWurstes,1
markmark1,bibz0r,1
markmark1,MarcoFalke,1
markmark1,DesWurstes,1
bibz0r,MarcoFalke,1
bibz0r,DesWurstes,1
MarcoFalke,DesWurstes,1
brandondahler,jkaye2012,1
brandondahler,laanwj,1
jkaye2012,laanwj,1
laanwj,gdm85,2
schildbach,jgarzik,1
schildbach,super3,1
schildbach,luke-jr,1
schildbach,gdm85,1
jgarzik,gdm85,1
super3,gdm85,1
luke-jr,gdm85,1
shahnah,felipelalli,1
shahnah,leo-bogert,1
shahnah,rebroad,1
shahnah,TheBlueMatt,1
shahnah,rnicoll,1
shahnah,jonasschnelli,1
gmaxwell,leo-bogert,2
gmaxwell,rnicoll,3
felipelalli,leo-bogert,1
felipelalli,rebroad,1
felipelalli,jgarzik,1
felipelalli,TheBlueMatt,1
felipelalli,rnicoll,1
felipelalli,jonasschnelli,3
leo-bogert,rebroad,2
leo-bogert,jgarzik,2
leo-bogert,TheBlueMatt,1
leo-bogert,rnicoll,1
leo-bogert,jonasschnelli,1
rebroad,rnicoll,1
jgarzik,rnicoll,2
jgarzik,jonasschnelli,12
TheBlueMatt,rnicoll,3
rnicoll,jonasschnelli,4
kuzetsa,MarcoFalke,1
laanwj,kathy007,1
laanwj,transonly,1
laanwj,Giszmo,2
kathy007,theuni,1
kathy007,transonly,1
kathy007,Giszmo,1
theuni,transonly,1
theuni,Giszmo,1
transonly,Giszmo,1
laanwj,trapp,1
fanquake,trapp,1
Diapolo,trapp,1
trapp,jonasschnelli,1
gmaxwell,sumory,1
gmaxwell,ZKVCRYPTO0022,1
gmaxwell,h4x3rotab,1
luke-jr,sumory,1
luke-jr,ZKVCRYPTO0022,1
luke-jr,h4x3rotab,1
sumory,gavinandresen,1
sumory,laanwj,1
sumory,ZKVCRYPTO0022,1
sumory,h4x3rotab,1
gavinandresen,ZKVCRYPTO0022,1
gavinandresen,h4x3rotab,1
laanwj,ZKVCRYPTO0022,1
laanwj,h4x3rotab,1
ZKVCRYPTO0022,h4x3rotab,1
theuni,kuzetsa,1
petertodd,gavinandresen,2
laanwj,whitj00,1
darkhosis,super3,1
darkhosis,laanwj,3
darkhosis,gavinandresen,1
imbolo,ChrisCalderon,1
ChrisCalderon,gavinandresen,1
laanwj,Scr33ch,1
laanwj,MattFaus,1
Scr33ch,MattFaus,1
laanwj,sandalsoft,1
laanwj,leegod,2
sandalsoft,leegod,1
laanwj,kazcw,6
jgarzik,cozz,1
jgarzik,kazcw,1
cozz,kazcw,1
gmaxwell,theuni,7
sipa,esbullington,1
jgarzik,esbullington,1
luke-jr,esbullington,1
esbullington,gmaxwell,1
musalbas,laanwj,2
musalbas,hebasto,1
musalbas,MarcoFalke,1
laanwj,hebasto,21
hebasto,MarcoFalke,46
Diapolo,Leviathn,1
luke-jr,ScripterRon,1
luke-jr,wilbown,1
ScripterRon,laanwj,1
ScripterRon,wilbown,1
laanwj,wilbown,1
danielschonfeld,sipa,1
sipa,jalla2000,1
wtogami,theuni,3
laanwj,Michagogo,4
Diapolo,Michagogo,2
theuni,Michagogo,1
jgarzik,cabbiepete,1
wtogami,cabbiepete,1
sipa,cabbiepete,1
laanwj,cabbiepete,1
luke-jr,cabbiepete,1
cabbiepete,gmaxwell,1
Michagogo,sipa,3
laanwj,felipelalli,2
laanwj,haxwell,1
laanwj,Pokerkoffer,1
laanwj,SCDeveloper,1
laanwj,lhty24,1
coincapsig,felipelalli,1
coincapsig,haxwell,1
coincapsig,Pokerkoffer,1
coincapsig,jonasschnelli,1
coincapsig,SCDeveloper,1
coincapsig,lhty24,1
felipelalli,haxwell,1
felipelalli,Pokerkoffer,1
felipelalli,SCDeveloper,1
felipelalli,lhty24,1
haxwell,Pokerkoffer,1
haxwell,jonasschnelli,1
haxwell,SCDeveloper,1
haxwell,lhty24,1
Pokerkoffer,jonasschnelli,1
Pokerkoffer,SCDeveloper,1
Pokerkoffer,lhty24,1
jonasschnelli,SCDeveloper,1
jonasschnelli,lhty24,1
SCDeveloper,lhty24,1
sipa,aalness,1
michaeljs1990,laanwj,1
jgarzik,coblee,1
jgarzik,barmstrong,1
laanwj,barmstrong,1
coblee,barmstrong,1
laanwj,tlrobinson,1
Diapolo,tlrobinson,1
Diapolo,int03h,2
tlrobinson,int03h,1
laanwj,slacker6,1
slacker6,paveljanik,1
gmaxwell,amatotech,1
gmaxwell,SomeoneWeird,1
amatotech,laanwj,1
amatotech,SomeoneWeird,1
laanwj,SomeoneWeird,1
boborsomeoneelse,laanwj,2
boborsomeoneelse,ghost,1
boborsomeoneelse,Diapolo,1
boborsomeoneelse,int03h,1
boborsomeoneelse,MarcoFalke,1
ghost,int03h,3
int03h,MarcoFalke,1
sipa,erikdubbelboer,1
sipa,jmcorgan,3
laanwj,erikdubbelboer,1
laanwj,jmcorgan,4
luke-jr,erikdubbelboer,1
luke-jr,jmcorgan,3
erikdubbelboer,jmcorgan,1
scintill,laanwj,1
fcicq,gmaxwell,1
fcicq,wizkid057,1
fcicq,laanwj,1
fcicq,jsarenik,1
fcicq,MarcoFalke,1
gmaxwell,wizkid057,1
gmaxwell,jsarenik,1
wizkid057,laanwj,1
wizkid057,jsarenik,1
wizkid057,MarcoFalke,1
laanwj,jsarenik,1
jsarenik,MarcoFalke,1
Diapolo,musalbas,1
gavinandresen,jeromecc,1
gavinandresen,anthonyettinger,1
gavinandresen,jcoffland,1
gavinandresen,tsusanka,1
gavinandresen,potadibyo,1
gavinandresen,psygoa,1
gavinandresen,cryptozeny,1
laanwj,jeromecc,1
laanwj,anthonyettinger,1
laanwj,jcoffland,1
laanwj,tsusanka,1
laanwj,potadibyo,2
laanwj,psygoa,1
laanwj,cryptozeny,2
jeromecc,anthonyettinger,1
jeromecc,luke-jr,1
jeromecc,jcoffland,1
jeromecc,tsusanka,1
jeromecc,fanquake,1
jeromecc,potadibyo,1
jeromecc,psygoa,1
jeromecc,cryptozeny,1
jeromecc,MarcoFalke,1
anthonyettinger,luke-jr,1
anthonyettinger,jcoffland,1
anthonyettinger,tsusanka,1
anthonyettinger,fanquake,1
anthonyettinger,potadibyo,1
anthonyettinger,psygoa,1
anthonyettinger,cryptozeny,1
anthonyettinger,MarcoFalke,1
luke-jr,jcoffland,1
luke-jr,tsusanka,1
luke-jr,potadibyo,2
luke-jr,psygoa,1
luke-jr,cryptozeny,2
jcoffland,tsusanka,1
jcoffland,fanquake,1
jcoffland,potadibyo,1
jcoffland,psygoa,1
jcoffland,cryptozeny,1
jcoffland,MarcoFalke,1
tsusanka,fanquake,1
tsusanka,potadibyo,1
tsusanka,psygoa,1
tsusanka,cryptozeny,1
tsusanka,MarcoFalke,1
fanquake,potadibyo,1
fanquake,psygoa,1
fanquake,cryptozeny,2
potadibyo,psygoa,1
potadibyo,cryptozeny,1
potadibyo,MarcoFalke,1
psygoa,cryptozeny,1
psygoa,MarcoFalke,1
cryptozeny,MarcoFalke,5
luke-jr,webdeli,1
luke-jr,PCMcGee,1
webdeli,laanwj,2
webdeli,PCMcGee,1
webdeli,jgarzik,1
laanwj,PCMcGee,1
PCMcGee,jgarzik,1
jgarzik,davecgh,1
jgarzik,jrick,1
gmaxwell,davecgh,1
gmaxwell,jrick,1
davecgh,laanwj,5
davecgh,jrick,2
laanwj,jrick,3
gmaxwell,christophebiocca,1
gmaxwell,dgenr8,3
christophebiocca,dgenr8,1
christophebiocca,MarcoFalke,2
dgenr8,MarcoFalke,3
luke-jr,awfm9,2
awfm9,laanwj,2
awfm9,MarcoFalke,2
christophebiocca,benjyz,1
benjyz,laanwj,2
ghost,awfm9,1
ghost,C-Otto,1
ghost,tuxsoul,1
ghost,DarkIlluminatus,1
ghost,CaVO32,1
ghost,sgehrman,1
awfm9,C-Otto,1
awfm9,tuxsoul,1
awfm9,DarkIlluminatus,1
awfm9,CaVO32,1
awfm9,sgehrman,1
C-Otto,luke-jr,1
C-Otto,tuxsoul,1
C-Otto,laanwj,1
C-Otto,DarkIlluminatus,1
C-Otto,CaVO32,1
C-Otto,sgehrman,1
C-Otto,MarcoFalke,1
luke-jr,tuxsoul,1
luke-jr,DarkIlluminatus,1
luke-jr,CaVO32,1
luke-jr,sgehrman,1
tuxsoul,laanwj,1
tuxsoul,DarkIlluminatus,1
tuxsoul,CaVO32,1
tuxsoul,sgehrman,1
tuxsoul,MarcoFalke,1
laanwj,DarkIlluminatus,1
laanwj,CaVO32,1
laanwj,sgehrman,1
DarkIlluminatus,CaVO32,1
DarkIlluminatus,sgehrman,1
DarkIlluminatus,MarcoFalke,1
CaVO32,sgehrman,1
CaVO32,MarcoFalke,1
sgehrman,MarcoFalke,1
jedimstr,sipa,1
jedimstr,laanwj,1
jedimstr,raid5,1
jedimstr,gavinandresen,1
jedimstr,theuni,1
sipa,raid5,1
laanwj,raid5,1
raid5,gavinandresen,1
raid5,theuni,1
FelixWeis,laanwj,2
FelixWeis,jgarzik,1
imsaguy,gavinandresen,1
imsaguy,luke-jr,1
ghost,kjj2,1
ghost,jprichardson,1
laanwj,kjj2,1
laanwj,jprichardson,1
kjj2,jgarzik,1
kjj2,jprichardson,1
kjj2,jonasschnelli,1
jgarzik,jprichardson,1
jprichardson,jonasschnelli,1
bf0d7998-81ec-48d1-b236-076ed3c77581,gmaxwell,2
bf0d7998-81ec-48d1-b236-076ed3c77581,bardiharborow,1
bf0d7998-81ec-48d1-b236-076ed3c77581,rebroad,2
bf0d7998-81ec-48d1-b236-076ed3c77581,darkhosis,1
