Source,Target,Weight
giacecco,whitslack,1
giacecco,hamiltino,1
giacecco,Leviathn,1
lostcodder,netzstrand,1
lostcodder,whitslack,1
lostcodder,hamiltino,1
lostcodder,Leviathn,1
netzstrand,whitslack,1
netzstrand,hamiltino,1
netzstrand,Leviathn,1
whitslack,hamiltino,1
whitslack,Leviathn,1
hamiltino,Leviathn,1
sipa,hno,1
hno,dcousens,1
gavinandresen,dexX7,2
gavinandresen,morcos,1
dexX7,morcos,1
MarcoFalke,morcos,18
morcos,paveljanik,1
rnicoll,wtogami,1
rnicoll,petertodd,1
rnicoll,paveljanik,1
wtogami,petertodd,1
jonasschnelli,petertodd,3
petertodd,paveljanik,1
sipa,venzen,2
sipa,esotericnonsense,3
jonasschnelli,venzen,2
jonasschnelli,esotericnonsense,1
rnicoll,venzen,1
rnicoll,ajweiss,1
rnicoll,esotericnonsense,1
TheBlueMatt,venzen,1
TheBlueMatt,esotericnonsense,4
venzen,luke-jr,1
venzen,ajweiss,1
venzen,laanwj,1
venzen,esotericnonsense,1
luke-jr,esotericnonsense,1
ajweiss,esotericnonsense,1
laanwj,esotericnonsense,1
Sjors,jnewbery,7
dcousens,jgarzik,5
casey,Sjors,1
dcousens,Sjors,3
petertodd,dcousens,2
casey,isislovecruft,1
jonasschnelli,peterwillcn,1
peterwillcn,laanwj,1
jonasschnelli,jamesob,3
laanwj,jamesob,2
luke-jr,jameshilliard,4
jameshilliard,meshcollider,1
jameshilliard,jnewbery,1
jameshilliard,MarcoFalke,5
jgarzik,jamesob,1
jamesob,luke-jr,1
jamesob,dcousens,1
jamesob,sipa,3
jamesob,pstratem,1
jamesob,gmaxwell,2
laanwj,pinheadmz,1
laanwj,dukati,1
laanwj,PJUllrich,1
pinheadmz,dcousens,1
pinheadmz,sipa,3
pinheadmz,dukati,1
pinheadmz,PJUllrich,1
pinheadmz,cryptozeny,1
dcousens,dukati,1
dcousens,PJUllrich,1
dcousens,cryptozeny,1
sipa,dukati,1
sipa,PJUllrich,1
sipa,cryptozeny,4
dukati,PJUllrich,1
dukati,cryptozeny,1
PJUllrich,cryptozeny,1
morcos,ptschip,1
morcos,dcousens,1
morcos,jgarzik,1
jonasschnelli,ptschip,1
ptschip,laanwj,1
ptschip,dcousens,1
ptschip,jgarzik,1
theuni,unsystemizer,1
theuni,jarret,1
theuni,ciconsulting,1
theuni,dufferzafar,1
theuni,meeDamian,1
theuni,practicalswift,5
sipa,jarret,1
sipa,ciconsulting,1
sipa,dufferzafar,1
sipa,meeDamian,2
sipa,practicalswift,13
luke-jr,unsystemizer,4
luke-jr,jarret,1
luke-jr,ciconsulting,1
luke-jr,dufferzafar,1
luke-jr,meeDamian,1
luke-jr,practicalswift,13
unsystemizer,jgarzik,1
unsystemizer,gmaxwell,2
unsystemizer,jarret,1
unsystemizer,rebroad,4
unsystemizer,ciconsulting,1
unsystemizer,Sjors,2
unsystemizer,dufferzafar,1
unsystemizer,meeDamian,1
unsystemizer,practicalswift,1
jgarzik,jarret,1
jgarzik,ciconsulting,1
jgarzik,dufferzafar,1
jgarzik,meeDamian,1
jgarzik,practicalswift,1
gmaxwell,jarret,1
gmaxwell,ciconsulting,1
gmaxwell,dufferzafar,1
gmaxwell,meeDamian,1
gmaxwell,practicalswift,4
laanwj,jarret,1
laanwj,ciconsulting,1
laanwj,dufferzafar,1
laanwj,meeDamian,3
laanwj,practicalswift,19
jarret,rebroad,1
jarret,ciconsulting,1
jarret,Sjors,1
jarret,MarcoFalke,1
jarret,dufferzafar,1
jarret,meeDamian,1
jarret,practicalswift,1
rebroad,ciconsulting,1
rebroad,dufferzafar,1
rebroad,meeDamian,1
rebroad,practicalswift,2
ciconsulting,Sjors,1
ciconsulting,MarcoFalke,1
ciconsulting,dufferzafar,1
ciconsulting,meeDamian,1
ciconsulting,practicalswift,1
Sjors,dufferzafar,1
Sjors,meeDamian,1
Sjors,practicalswift,6
MarcoFalke,dufferzafar,1
MarcoFalke,meeDamian,2
MarcoFalke,practicalswift,44
dufferzafar,meeDamian,1
dufferzafar,practicalswift,1
meeDamian,practicalswift,3
jonasschnelli,Rav3nPL,2
Rav3nPL,laanwj,2
jonasschnelli,tomsw6,1
MarcoFalke,tomsw6,1
ABISprotocol,morcos,1
ABISprotocol,jonathancross,1
morcos,jonathancross,2
morcos,luke-jr,6
jonathancross,luke-jr,1
dcousens,dakk,1
dcousens,kanzure,1
dcousens,maaku,2
dakk,sipa,1
dakk,kanzure,1
dakk,maaku,1
dakk,laanwj,1
sipa,maaku,3
kanzure,maaku,1
maaku,laanwj,1
jonasschnelli,ongygy2000,1
abitfan,laanwj,2
kanzure,CodeShark,1
kanzure,dexX7,1
kanzure,gavinandresen,1
kanzure,MarcoFalke,2
CodeShark,dexX7,1
CodeShark,MarcoFalke,1
pstratem,sdaftuar,2
pstratem,morcos,3
jonasschnelli,jmcorgan,1
pstratem,dexX7,2
paveljanik,nomnombtc,1
laanwj,nomnombtc,1
MarcoFalke,nomnombtc,1
jonasschnelli,allthingsgo,1
jonasschnelli,supere989,1
jonasschnelli,josephnicholas,1
allthingsgo,paveljanik,1
allthingsgo,supere989,1
allthingsgo,MarcoFalke,1
allthingsgo,josephnicholas,1
paveljanik,supere989,1
paveljanik,josephnicholas,1
supere989,MarcoFalke,1
supere989,josephnicholas,1
MarcoFalke,josephnicholas,1
dcousens,btcdrak,1
venzen,paveljanik,1
venzen,MarcoFalke,1
venzen,theuni,1
paveljanik,ehoffman2,1
sipa,ehoffman2,2
Diapolo,NicolasDorier,1
sipa,NicolasDorier,13
diegoviola,laanwj,1
diegoviola,MarcoFalke,1
ptschip,gmaxwell,1
ptschip,rubensayshi,1
ptschip,TheBlueMatt,1
ptschip,sipa,1
ptschip,dexX7,1
ptschip,ABISprotocol,1
ptschip,MarcoFalke,1
rubensayshi,dexX7,1
rubensayshi,ABISprotocol,1
rubensayshi,MarcoFalke,1
TheBlueMatt,ABISprotocol,1
dexX7,ABISprotocol,1
MarcoFalke,pstratem,20
dcousens,hwinkler,1
laanwj,hwinkler,1
pstratem,older-c-coder,1
pstratem,jtoomim,2
pstratem,flound1129,1
pstratem,jameshilliard,2
TheBlueMatt,older-c-coder,1
TheBlueMatt,jtoomim,2
TheBlueMatt,flound1129,1
TheBlueMatt,jameshilliard,2
older-c-coder,jtoomim,1
older-c-coder,morcos,1
older-c-coder,laanwj,1
older-c-coder,flound1129,1
older-c-coder,sipa,1
older-c-coder,jameshilliard,1
older-c-coder,MarcoFalke,1
jtoomim,morcos,2
jtoomim,laanwj,2
jtoomim,flound1129,1
jtoomim,sipa,1
jtoomim,jameshilliard,1
jtoomim,MarcoFalke,2
morcos,flound1129,1
morcos,jameshilliard,1
laanwj,flound1129,1
laanwj,jameshilliard,5
flound1129,sipa,1
flound1129,jameshilliard,1
flound1129,MarcoFalke,1
sipa,jameshilliard,3
eN0Rm,sipa,1
gmaxwell,wodry,1
laanwj,wodry,4
str4d,wodry,1
str4d,MarcoFalke,1
str4d,promag,1
wodry,MarcoFalke,2
wodry,promag,1
TheBlueMatt,jonathancross,1
TheBlueMatt,jeffrade,1
sipa,jonathancross,1
sipa,jeffrade,1
MarcoFalke,jonathancross,1
morcos,jeffrade,1
laanwj,jonathancross,2
jonathancross,jeffrade,1
pstratem,paveljanik,3
jonasschnelli,unsystemizer,11
pstratem,jfeldis,1
paveljanik,sdaftuar,1
paveljanik,jfeldis,1
sdaftuar,jfeldis,1
sdaftuar,gmaxwell,4
sdaftuar,jgarzik,1
sdaftuar,dcousens,1
sipa,jfeldis,1
jfeldis,jonasschnelli,1
jfeldis,gmaxwell,1
jfeldis,jgarzik,1
jfeldis,dcousens,1
jfeldis,laanwj,1
sdaftuar,rebroad,1
laanwj,MentalNomad,1
gmaxwell,MentalNomad,1
TheBlueMatt,MentalNomad,1
sipa,MentalNomad,1
MarcoFalke,MentalNomad,1
sdaftuar,jeffrade,1
gmaxwell,kanoi,1
gmaxwell,tulip0,1
pstratem,kanoi,1
pstratem,tulip0,2
kanoi,TheBlueMatt,1
kanoi,tulip0,1
kanoi,luke-jr,1
kanoi,MarcoFalke,1
TheBlueMatt,tulip0,2
tulip0,luke-jr,2
tulip0,MarcoFalke,2
MarcoFalke,veqtrus,1
jonasschnelli,veqtrus,1
paveljanik,doged,1
jonasschnelli,doged,1
laanwj,doged,1
MarcoFalke,miguelmorales85,1
josephbisch,MarcoFalke,1
MrChrisJ,dthorpe,1
MrChrisJ,pstratem,1
MrChrisJ,tommcintyre,1
MrChrisJ,sipa,1
MrChrisJ,MarcoFalke,1
dthorpe,pstratem,1
dthorpe,tommcintyre,1
dthorpe,MarcoFalke,1
pstratem,tommcintyre,1
tommcintyre,sipa,1
tommcintyre,MarcoFalke,1
parazyd,jonasschnelli,2
parazyd,laanwj,1
parazyd,MarcoFalke,1
parazyd,jarolrod,1
jonasschnelli,jarolrod,1
jonasschnelli,snakehopper,1
laanwj,snakehopper,1
MarcoFalke,snakehopper,1
sipa,snakehopper,1
jonasschnelli,mmortal03,3
luke-jr,mmortal03,1
dcousens,unsystemizer,2
dcousens,rebroad,1
dcousens,mmortal03,1
laanwj,mmortal03,5
unsystemizer,mmortal03,1
rebroad,mmortal03,1
mmortal03,Sjors,2
mmortal03,MarcoFalke,5
pstratem,adamjonas,1
laanwj,msgilligan,1
msgilligan,jonasschnelli,2
msgilligan,fanquake,1
jonasschnelli,tnull,2
tnull,laanwj,1
sdaftuar,jtimon,1
sdaftuar,btcdrak,1
morcos,jtimon,2
morcos,btcdrak,2
jtimon,btcdrak,1
pstratem,meshcollider,3
pstratem,Leviathn,1
meshcollider,Leviathn,3
laanwj,Kimax89,1
Kimax89,sipa,1
jonasschnelli,tulip0,2
tulip0,dcousens,1
tulip0,laanwj,2
luke-jr,hamiltino,1
luke-jr,NicolasDorier,1
luke-jr,EthanBianchi,1
sipa,EthanBianchi,1
MarcoFalke,hamiltino,1
MarcoFalke,EthanBianchi,1
hamiltino,NicolasDorier,1
hamiltino,EthanBianchi,1
hamiltino,gmaxwell,1
hamiltino,ghost,1
NicolasDorier,EthanBianchi,1
NicolasDorier,ghost,3
EthanBianchi,laanwj,1
EthanBianchi,gmaxwell,1
EthanBianchi,ghost,1
MarcoFalke,LongShao007,1
jonasschnelli,LongShao007,2
jonasschnelli,Xekyo,3
luke-jr,LongShao007,1
luke-jr,Xekyo,3
LongShao007,sipa,1
LongShao007,laanwj,2
LongShao007,Xekyo,1
LongShao007,paveljanik,1
laanwj,Xekyo,4
Xekyo,paveljanik,1
LongShao007,pstratem,1
tulip0,OldGamer59,1
tulip0,ghost,2
pstratem,OldGamer59,1
OldGamer59,ghost,1
OldGamer59,TheBlueMatt,1
luke-jr,DavidVorick,1
MarcoFalke,DavidVorick,1
DavidVorick,sipa,1
DavidVorick,theuni,1
DavidVorick,laanwj,1
jb55,ProofOfKeags,1
jb55,ryanofsky,3
MarcoFalke,ProofOfKeags,1
MarcoFalke,ryanofsky,48
ProofOfKeags,ryanofsky,1
kanzure,NicolasDorier,1
kanzure,zooko,1
jonasschnelli,NicolasDorier,7
jonasschnelli,zooko,1
NicolasDorier,zooko,1
CryptAxe,tdaede,1
tdaede,laanwj,1
tdaede,jonasschnelli,1
jonasschnelli,tarakanbg,1
laanwj,tarakanbg,1
tarakanbg,MarcoFalke,1
jonasschnelli,GIJensen,1
jonasschnelli,mrbandrews,1
jonasschnelli,achow101,19
GIJensen,laanwj,1
GIJensen,mrbandrews,1
GIJensen,achow101,1
laanwj,mrbandrews,2
mrbandrews,achow101,1
jonasschnelli,CraniumDad,1
MarcoFalke,CraniumDad,1
laanwj,CraniumDad,1
laanwj,c-nagy,1
jonasschnelli,PRabahy,1
jonasschnelli,c-nagy,1
PRabahy,MarcoFalke,1
PRabahy,paveljanik,1
PRabahy,c-nagy,1
MarcoFalke,c-nagy,1
paveljanik,c-nagy,1
pstratem,mrbandrews,1
MarcoFalke,mrbandrews,1
ghost,paveljanik,2
laanwj,bityogi,2
bityogi,MarcoFalke,1
bityogi,jonasschnelli,1
bityogi,sipa,1
laanwj,bgorlick,1
bityogi,bgorlick,1
pstratem,unsystemizer,1
jonasschnelli,catilac,1
laanwj,catilac,1
catilac,MarcoFalke,1
subSTRATA,MarcoFalke,1
kleetus,sipa,1
kleetus,theuni,1
instagibbs,sipa,7
instagibbs,laanwj,7
jonasschnelli,ericshawlinux,1
ericshawlinux,paveljanik,1
laanwj,seandotau,2
laanwj,JokerCatz,2
sipa,seandotau,2
sipa,JokerCatz,2
pstratem,seandotau,1
pstratem,JokerCatz,1
seandotau,JokerCatz,1
mmortal03,sipa,1
mmortal03,morcos,1
dcousens,mrbandrews,1
unsystemizer,mrbandrews,1
achow101,luke-jr,14
laanwj,ftrader,1
laanwj,saracen,1
gmaxwell,ftrader,1
gmaxwell,saracen,1
gmaxwell,achow101,3
ftrader,saracen,1
ftrader,MarcoFalke,1
ftrader,achow101,1
saracen,MarcoFalke,1
saracen,achow101,1
MarcoFalke,achow101,63
laanwj,watashikokoto,1
laanwj,ruimarinho,1
morcos,watashikokoto,1
morcos,ruimarinho,1
watashikokoto,ruimarinho,1
watashikokoto,sipa,1
ruimarinho,sipa,1
luke-jr,seandotau,1
luke-jr,FelixWeis,1
luke-jr,kirkalx,1
luke-jr,AliceWonderMiscreations,1
sipa,FelixWeis,2
sipa,kirkalx,3
sipa,AliceWonderMiscreations,1
laanwj,kirkalx,6
laanwj,AliceWonderMiscreations,1
ghost,seandotau,1
ghost,FelixWeis,1
ghost,kirkalx,1
ghost,AliceWonderMiscreations,1
promag,seandotau,1
promag,FelixWeis,1
promag,kirkalx,1
promag,jonasschnelli,38
promag,rebroad,2
promag,AliceWonderMiscreations,1
seandotau,FelixWeis,1
seandotau,kirkalx,1
seandotau,jonasschnelli,1
seandotau,rebroad,1
seandotau,AliceWonderMiscreations,1
seandotau,MarcoFalke,1
FelixWeis,kirkalx,1
FelixWeis,jonasschnelli,1
FelixWeis,rebroad,1
FelixWeis,AliceWonderMiscreations,1
FelixWeis,MarcoFalke,1
kirkalx,jonasschnelli,3
kirkalx,rebroad,1
kirkalx,AliceWonderMiscreations,1
kirkalx,MarcoFalke,4
jonasschnelli,AliceWonderMiscreations,1
rebroad,AliceWonderMiscreations,1
AliceWonderMiscreations,MarcoFalke,1
laanwj,andronoob,3
unsystemizer,PRabahy,1
unsystemizer,andronoob,1
unsystemizer,fanquake,2
sipa,PRabahy,1
sipa,andronoob,2
PRabahy,andronoob,1
andronoob,fanquake,4
p3yot3,luke-jr,1
p3yot3,ak9250,1
p3yot3,jonasschnelli,1
luke-jr,ak9250,1
ak9250,jonasschnelli,1
jonasschnelli,sthen,1
sthen,paveljanik,1
sthen,laanwj,1
gmaxwell,mruddy,1
mruddy,rebroad,1
mruddy,laanwj,4
jonasschnelli,d3spwn,2
unsystemizer,ghost,4
unsystemizer,d3spwn,1
MarcoFalke,d3spwn,1
ghost,d3spwn,1
zander,johnjacksonbtc,1
zander,sipa,1
zander,rebroad,1
johnjacksonbtc,sipa,1
johnjacksonbtc,rebroad,1
jonasschnelli,adamjonas,4
laanwj,Nolaan,1
jameshilliard,Nolaan,1
pstratem,RHavar,1
jameshilliard,RHavar,1
jameshilliard,gmaxwell,2
luke-jr,RHavar,3
RHavar,gmaxwell,3
RHavar,MarcoFalke,8
sipa,OverlordQ,1
sipa,tinspin,1
sipa,crypto-sporidium,1
sipa,Aranad,1
sipa,theochino,1
gmaxwell,JokerCatz,1
gmaxwell,OverlordQ,1
gmaxwell,tinspin,1
gmaxwell,crypto-sporidium,1
gmaxwell,Aranad,1
gmaxwell,theochino,1
JokerCatz,MarcoFalke,1
JokerCatz,dooglus,1
JokerCatz,OverlordQ,1
JokerCatz,tinspin,1
JokerCatz,crypto-sporidium,1
JokerCatz,Aranad,1
JokerCatz,jtimon,1
JokerCatz,unsystemizer,1
JokerCatz,theochino,1
MarcoFalke,dooglus,4
MarcoFalke,OverlordQ,1
MarcoFalke,tinspin,1
MarcoFalke,crypto-sporidium,1
MarcoFalke,Aranad,1
MarcoFalke,theochino,2
laanwj,OverlordQ,1
laanwj,tinspin,1
laanwj,crypto-sporidium,1
laanwj,Aranad,1
laanwj,theochino,1
dooglus,OverlordQ,1
dooglus,tinspin,1
dooglus,crypto-sporidium,1
dooglus,Aranad,1
dooglus,unsystemizer,1
dooglus,theochino,1
OverlordQ,tinspin,1
OverlordQ,crypto-sporidium,1
OverlordQ,Aranad,1
OverlordQ,jtimon,1
OverlordQ,unsystemizer,1
OverlordQ,theochino,1
tinspin,crypto-sporidium,1
tinspin,Aranad,1
tinspin,jtimon,1
tinspin,unsystemizer,1
tinspin,theochino,1
crypto-sporidium,Aranad,1
crypto-sporidium,jtimon,1
crypto-sporidium,unsystemizer,1
crypto-sporidium,theochino,1
Aranad,jtimon,1
Aranad,unsystemizer,1
Aranad,theochino,1
jtimon,unsystemizer,2
jtimon,theochino,1
unsystemizer,theochino,1
jonasschnelli,RHavar,4
gmaxwell,Xekyo,1
RHavar,laanwj,4
RHavar,Xekyo,1
RHavar,dooglus,2
RHavar,rebroad,1
Xekyo,dooglus,1
Xekyo,rebroad,1
MarcoFalke,lamar8,1
MarcoFalke,Mikestang,1
MarcoFalke,tzofeolam,1
MarcoFalke,HenryBarton,1
rebroad,lamar8,1
rebroad,Mikestang,1
rebroad,achow101,3
rebroad,tzofeolam,2
rebroad,HenryBarton,2
jonasschnelli,lamar8,1
jonasschnelli,Mikestang,1
jonasschnelli,tzofeolam,1
jonasschnelli,HenryBarton,1
laanwj,lamar8,1
laanwj,Mikestang,1
laanwj,tzofeolam,1
laanwj,HenryBarton,1
lamar8,Mikestang,1
lamar8,achow101,1
lamar8,theuni,1
lamar8,tzofeolam,1
lamar8,HenryBarton,1
Mikestang,achow101,1
Mikestang,theuni,1
Mikestang,tzofeolam,1
Mikestang,HenryBarton,1
achow101,theuni,5
achow101,tzofeolam,1
achow101,HenryBarton,1
theuni,tzofeolam,1
theuni,HenryBarton,1
tzofeolam,HenryBarton,2
promag,fanquake,34
chris-belcher,Xekyo,1
chris-belcher,Leviathn,1
chris-belcher,morcos,1
Xekyo,Leviathn,1
Xekyo,morcos,1
Leviathn,morcos,4
kirkalx,dcousens,1
kirkalx,maaku,1
kirkalx,dexX7,1
maaku,dexX7,1
maaku,MarcoFalke,2
rebroad,jonathancross,1
rebroad,diegoviola,1
btcdrak,jonathancross,1
btcdrak,tzofeolam,1
btcdrak,diegoviola,1
btcdrak,HenryBarton,1
jonathancross,tzofeolam,1
jonathancross,diegoviola,1
jonathancross,HenryBarton,1
tzofeolam,diegoviola,1
diegoviola,HenryBarton,1
kirkalx,bittylicious,1
kirkalx,morcos,1
kirkalx,markaw67,1
kirkalx,borisdon32,1
MarcoFalke,bittylicious,1
MarcoFalke,markaw67,2
MarcoFalke,borisdon32,1
sipa,bittylicious,1
sipa,markaw67,1
sipa,borisdon32,1
laanwj,bittylicious,1
laanwj,markaw67,1
laanwj,borisdon32,1
bittylicious,morcos,1
bittylicious,markaw67,1
bittylicious,borisdon32,1
morcos,markaw67,1
morcos,borisdon32,1
markaw67,borisdon32,1
laanwj,ayeowch,2
theuni,danieleTrimarchi,1
fanquake,danieleTrimarchi,1
jonasschnelli,danieleTrimarchi,1
laanwj,danieleTrimarchi,1
sipa,jorijnsmit,1
luke-jr,luzuluzu,1
luke-jr,Reddog6714,1
luzuluzu,Reddog6714,1
luzuluzu,laanwj,1
Reddog6714,laanwj,1
jonasschnelli,sapph1re,1
achow101,sapph1re,1
sipa,sapph1re,1
laanwj,sapph1re,1
MarcoFalke,sapph1re,1
laanwj,drbsci,2
laanwj,lmlsna,2
jonasschnelli,Leviathn,8
jonasschnelli,drbsci,2
jonasschnelli,lmlsna,2
gmaxwell,Leviathn,1
gmaxwell,drbsci,1
gmaxwell,lmlsna,2
sipa,drbsci,1
sipa,lmlsna,1
MarcoFalke,drbsci,1
MarcoFalke,lmlsna,2
Leviathn,drbsci,1
Leviathn,lmlsna,1
Leviathn,fanquake,2
drbsci,lmlsna,1
drbsci,fanquake,1
lmlsna,fanquake,2
promag,paveljanik,1
dcousens,promag,2
jonasschnelli,wumpus,1
laanwj,wumpus,1
MarcoFalke,wumpus,1
btcdrak,wumpus,1
wumpus,luke-jr,1
wumpus,sipa,1
jonasschnelli,mhamaddaher,1
mhamaddaher,MarcoFalke,1
MarcoFalke,stevenroose,1
sipa,stevenroose,1
stevenroose,achow101,1
rodentrabies,gmaxwell,2
rodentrabies,droark,1
rodentrabies,onurakdemir,1
gmaxwell,droark,1
gmaxwell,onurakdemir,1
droark,onurakdemir,1
achow101,btcdrak,1
kirkalx,paveljanik,1
kirkalx,achow101,1
paveljanik,achow101,1
achow101,jnewbery,11
jonasschnelli,joshafest,1
jonasschnelli,chenluyong,1
jonasschnelli,sakurashiki,1
jonasschnelli,lukassaul,1
jonasschnelli,averissimo,1
jonasschnelli,scottie,1
jonasschnelli,bboot,1
jonasschnelli,ccd888,1
jonasschnelli,jasonzhouu,1
jonasschnelli,agbhanu,1
jonasschnelli,r3lik,1
jonasschnelli,rustyx,1
joshafest,chenluyong,1
joshafest,sakurashiki,1
joshafest,lukassaul,1
joshafest,averissimo,1
joshafest,scottie,1
joshafest,bboot,1
joshafest,ccd888,1
joshafest,jasonzhouu,1
joshafest,agbhanu,1
joshafest,r3lik,1
joshafest,rustyx,1
chenluyong,sakurashiki,1
chenluyong,lukassaul,1
chenluyong,averissimo,1
chenluyong,scottie,1
chenluyong,bboot,1
chenluyong,ccd888,1
chenluyong,jasonzhouu,1
chenluyong,agbhanu,1
chenluyong,r3lik,1
chenluyong,rustyx,1
sakurashiki,lukassaul,1
sakurashiki,averissimo,1
sakurashiki,scottie,1
sakurashiki,bboot,1
sakurashiki,ccd888,1
sakurashiki,jasonzhouu,1
sakurashiki,agbhanu,1
sakurashiki,r3lik,1
sakurashiki,rustyx,1
lukassaul,averissimo,1
lukassaul,scottie,1
lukassaul,bboot,1
lukassaul,ccd888,1
lukassaul,jasonzhouu,1
lukassaul,agbhanu,1
lukassaul,r3lik,1
lukassaul,rustyx,1
averissimo,scottie,1
averissimo,bboot,1
averissimo,ccd888,1
averissimo,jasonzhouu,1
averissimo,agbhanu,1
averissimo,r3lik,1
averissimo,rustyx,1
scottie,bboot,1
scottie,ccd888,1
scottie,jasonzhouu,1
scottie,agbhanu,1
scottie,r3lik,1
scottie,rustyx,1
bboot,ccd888,1
bboot,jasonzhouu,1
bboot,agbhanu,1
bboot,r3lik,1
bboot,rustyx,1
ccd888,jasonzhouu,1
ccd888,agbhanu,1
ccd888,r3lik,1
ccd888,rustyx,1
jasonzhouu,agbhanu,1
jasonzhouu,r3lik,1
jasonzhouu,rustyx,1
agbhanu,r3lik,1
agbhanu,rustyx,1
r3lik,rustyx,1
btcdrak,jl2012,1
jl2012,sipa,3
kazcw,jonasschnelli,1
kazcw,gtozzi,1
kazcw,ayeowch,1
jonasschnelli,gtozzi,1
jonasschnelli,ayeowch,1
gtozzi,laanwj,1
gtozzi,ayeowch,1
Tyler-Hardin,jonasschnelli,3
MarcoFalke,pbakiewicz,1
laanwj,pbakiewicz,1
Tyler-Hardin,MarcoFalke,1
luke-jr,ScroogeMcDuckButWithBitcoin,1
luke-jr,mbarulli,1
luke-jr,hoffmabc,1
luke-jr,f139975,1
ScroogeMcDuckButWithBitcoin,petertodd,1
ScroogeMcDuckButWithBitcoin,mbarulli,1
ScroogeMcDuckButWithBitcoin,dexX7,1
ScroogeMcDuckButWithBitcoin,sipa,1
ScroogeMcDuckButWithBitcoin,hoffmabc,1
ScroogeMcDuckButWithBitcoin,pstratem,1
ScroogeMcDuckButWithBitcoin,gmaxwell,1
ScroogeMcDuckButWithBitcoin,f139975,1
ScroogeMcDuckButWithBitcoin,laanwj,1
petertodd,mbarulli,1
petertodd,dexX7,1
petertodd,hoffmabc,1
petertodd,pstratem,1
petertodd,f139975,1
mbarulli,dexX7,1
mbarulli,sipa,1
mbarulli,hoffmabc,1
mbarulli,pstratem,1
mbarulli,gmaxwell,1
mbarulli,f139975,1
mbarulli,laanwj,1
dexX7,hoffmabc,1
dexX7,f139975,1
sipa,hoffmabc,1
sipa,f139975,1
hoffmabc,pstratem,1
hoffmabc,gmaxwell,1
hoffmabc,f139975,1
hoffmabc,laanwj,1
pstratem,f139975,1
gmaxwell,f139975,1
f139975,laanwj,1
paveljanik,ryanofsky,1
laanwj,ryanofsky,31
djpnewton,jonasschnelli,1
MarcoFalke,sylvaingeron,1
MarcoFalke,jguitton,1
luke-jr,sylvaingeron,1
luke-jr,jguitton,1
jonasschnelli,sylvaingeron,1
jonasschnelli,jguitton,1
theuni,sylvaingeron,1
theuni,jguitton,1
laanwj,sylvaingeron,1
laanwj,jguitton,1
sylvaingeron,jguitton,1
sylvaingeron,Sjors,1
jguitton,Sjors,1
jonasschnelli,midnightmagic,2
luke-jr,midnightmagic,2
laanwj,d3spwn,1
fanquake,d3spwn,1
thijstriemstra,droark,1
thijstriemstra,meshcollider,1
droark,meshcollider,1
shangzhou,sipa,1
fanquake,Varunram,1
jonasschnelli,vadipp,1
jonasschnelli,andrejpodzimek,1
jonasschnelli,liori,1
laanwj,vadipp,1
laanwj,andrejpodzimek,1
laanwj,liori,1
vadipp,andrejpodzimek,1
vadipp,liori,1
vadipp,gmaxwell,1
andrejpodzimek,liori,1
andrejpodzimek,gmaxwell,1
liori,gmaxwell,1
laanwj,molxyz,2
MarcoFalke,molxyz,4
molxyz,TheBlueMatt,1
molxyz,sipa,1
molxyz,morcos,1
molxyz,ryanofsky,1
morcos,ryanofsky,2
dcousens,drbsci,1
dcousens,Tyler-Hardin,1
dcousens,achow101,2
laanwj,Tyler-Hardin,1
drbsci,pstratem,1
drbsci,Tyler-Hardin,1
drbsci,TheBlueMatt,1
drbsci,achow101,1
pstratem,Tyler-Hardin,1
pstratem,achow101,2
Tyler-Hardin,TheBlueMatt,1
Tyler-Hardin,achow101,1
laanwj,micressor,1
luke-jr,micressor,1
sipa,micressor,1
jonasschnelli,micressor,1
adlawren,mmortal03,1
adlawren,fanquake,1
adlawren,laanwj,1
adlawren,jonasschnelli,1
adlawren,GSPP,1
adlawren,vajdaz,1
adlawren,MarcoFalke,1
adlawren,hebasto,1
mmortal03,fanquake,3
mmortal03,GSPP,1
mmortal03,vajdaz,1
mmortal03,hebasto,2
fanquake,GSPP,1
fanquake,vajdaz,1
fanquake,hebasto,22
laanwj,GSPP,2
laanwj,vajdaz,1
jonasschnelli,GSPP,1
jonasschnelli,vajdaz,1
jonasschnelli,hebasto,14
GSPP,vajdaz,1
GSPP,MarcoFalke,2
GSPP,hebasto,1
vajdaz,MarcoFalke,1
vajdaz,hebasto,1
droark,morcos,1
theuni,morcos,2
laanwj,grant-olson,1
MarcoFalke,grant-olson,1
retep998,sipsorcery,1
retep998,chouquette,1
retep998,fanquake,1
sipsorcery,chouquette,1
sipsorcery,fanquake,15
chouquette,fanquake,1
jonasschnelli,Earlz,1
laanwj,Earlz,1
sdaftuar,Earlz,1
luke-jr,da2ce7,1
luke-jr,flack,3
TheBlueMatt,da2ce7,1
TheBlueMatt,flack,1
da2ce7,Sjors,1
da2ce7,flack,1
da2ce7,jonasschnelli,1
Sjors,flack,1
flack,jonasschnelli,2
sdaftuar,chjj,1
sdaftuar,jl2012,1
sdaftuar,danra,1
chjj,sipa,1
chjj,jl2012,1
chjj,danra,1
sipa,danra,1
jl2012,danra,1
throckmortonsign,pstratem,1
throckmortonsign,laanwj,1
throckmortonsign,theuni,1
throckmortonsign,sipa,1
throckmortonsign,promag,1
throckmortonsign,DingGeng-GitHub,1
pstratem,promag,2
pstratem,DingGeng-GitHub,1
