issue_id,request_by,approved_by,merged_by
#12586,fanquake,randolf,laanwj
#12585,fanquake,,MarcoFalke
#12584,rex4539,randolf,MarcoFalke
#12583,chrislennon,,
#12582,ryanofsky,,MarcoFalke
#12581,dbolser,randolf,
#12580,dooglus,,MarcoFalke
#12578,promag,,
#12573,532479301,theuni,laanwj
#12572,AkioNak,randolf|eklitzke,MarcoFalke
#12570,kostaz,,laanwj
#12569,practicalswift,randolf|eklitzke,laanwj
#12568,luke-jr,randolf,laanwj
#12567,practicalswift,randolf|randolf,laanwj
#12565,Sjors,,
#12564,kallewoof,,laanwj
#12563,llbec,,
#12562,bedri,,
#12561,sdaftuar,,laanwj
#12560,achow101,,laanwj
#12559,promag,,laanwj
#12558,drodil,,
#12557,Sjors,,
#12556,tamasblummer,,laanwj
#12555,multibhw,,
#12553,Empact,,laanwj
#12551,bedri,,
#12550,bedri,,
#12549,eklitzke,,laanwj
#12546,randolf,,laanwj
#12545,Empact,,MarcoFalke
#12543,practicalswift,randolf|randolf,MarcoFalke
#12542,practicalswift,randolf|eklitzke,sipa
#12541,denis2342,,
#12540,nopara73,,
#12537,kallewoof,khalifa4,laanwj
#12534,practicalswift,ho1to,
#12527,ken2812221,,laanwj
#12526,shigeya,practicalswift|randolf,
#12523,dontbeascrub,,
#12522,evansyulianto,,
#12521,evansyulianto,,
#12519,whitslack,,
#12518,MarcoFalke,,laanwj
#12516,practicalswift,,laanwj
#12513,khorben,,
#12512,Empact,,laanwj
#12510,laanwj,randolf,laanwj
#12509,ahmetanbar,,
#12508,kallewoof,,
#12507,promag,aikkyu35|eklitzke,laanwj
#12506,sauldrod,,
#12503,instagibbs,,MarcoFalke
#12501,randolf,,laanwj
#12495,eklitzke,luke-jr|donaloconnor|laanwj,laanwj
#12494,Empact,,MarcoFalke
#12493,achow101,instagibbs,
#12491,eklitzke,jamesob,
#12490,jnewbery,,MarcoFalke
#12489,jonasschnelli,,MarcoFalke
#12487,laanwj,,laanwj
#12486,kallewoof,randolf,laanwj
#12485,bitnitdit,,
#12484,kallewoof,,
#12482,Sjors,,laanwj
#12480,PlentifulEarth,,
#12479,conscott,jamesob,laanwj
#12477,MarcoFalke,,laanwj
#12475,MarcoFalke,,laanwj
#12474,hkjn,,laanwj
#12473,maalik12,,
#12468,Aesti,,jonasschnelli
#12467,theuni,,
#12466,fanquake,,laanwj
#12464,jnewbery,,MarcoFalke
#12463,Empact,,
#12461,Empact,ken2812221,laanwj
#12460,Empact,dcousens,MarcoFalke
#12459,Empact,,
#12458,Empact,,
#12455,Empact,,MarcoFalke
#12452,DaveFromBinary,randolf|randolf|jonasschnelli,laanwj
#12451,MarcoFalke,,laanwj
#12448,promag,,laanwj
#12447,laanwj,,MarcoFalke
#12444,theuni,,laanwj
#12443,MarcoFalke,,MarcoFalke
#12442,MarcoFalke,,MarcoFalke
#12438,meshcollider,randolf,MarcoFalke
#12437,jeffrade,randolf,MarcoFalke
#12436,l2a5b1,,laanwj
#12435,esotericnonsense,,
#12434,MarcoFalke,dcousens,laanwj
#12433,Sjors,,
#12432,Sjors,,laanwj
#12431,jamesob,,laanwj
#12430,l2a5b1,,
#12427,sipa,,laanwj
#12426,MarcoFalke,,laanwj
#12425,richardkiss,randolf,laanwj
#12424,ryanofsky,,sipa
#12422,laanwj,meshcollider|theuni,laanwj
#12421,Sjors,laanwj,laanwj
#12419,promag,,
#12417,droark,theuni|fanquake,laanwj
#12416,practicalswift,,MarcoFalke
#12415,promag,dcousens,laanwj
#12412,jameshilliard,,
#12410,Willtech,randolf,
#12409,MarcoFalke,,laanwj
#12408,MarcoFalke,Sjors,laanwj
#12407,jamesob,dcousens,
#12405,MarcoFalke,,MarcoFalke
#12404,Sjors,,
#12403,zablonbaraka85,,
#12402,fanquake,,laanwj
#12401,Sjors,,laanwj
#12396,azuchi,randolf|jonasschnelli,
#12394,Sjors,jonasschnelli,MarcoFalke
#12393,practicalswift,randolf|randolf|luke-jr,laanwj
#12392,TheBlueMatt,,laanwj
#12390,MajorFireball,,
#12384,Willtech,,laanwj
#12382,pristantyo,,
#12381,theuni,dcousens,laanwj
#12380,MarcoFalke,randolf|meshcollider,laanwj
#12379,jnewbery,,
#12377,MarcoFalke,,laanwj
#12374,laanwj,,laanwj
#12373,murrayn,,laanwj
#12371,ghost,,laanwj
#12368,TheBlueMatt,,laanwj
#12367,TheBlueMatt,dcousens,laanwj
#12366,laanwj,dcousens|dcousens,laanwj
#12363,conscott,,laanwj
#12361,promag,,
#12360,jnewbery,,
#12359,filips123,,
#12357,Empact,,
#12356,Empact,dcousens,laanwj
#12354,fivepiece,,laanwj
#12353,fivepiece,,
#12352,murrayn,,
#12351,murrayn,,laanwj
#12350,kien999,,
#12349,theuni,,laanwj
#12348,filips123,,
#12347,yashbhutwala,,
#12345,Rutkouski,,
#12342,clemtaylor,randolf,laanwj
#12341,ronaldvdmeer,,
#12336,jnewbery,,laanwj
#12333,promag,,laanwj
#12331,murrayn,randolf,MarcoFalke
#12330,promag,,MarcoFalke
#12329,theuni,,laanwj
#12327,promag,,jonasschnelli
#12326,theuni,,laanwj
#12325,ghost,,
#12324,AkioNak,,laanwj
#12322,murrayn,,laanwj
#12321,fivepiece,instagibbs,laanwj
#12319,Empact,,
#12317,jnewbery,,laanwj
#12316,thijstriemstra,,
#12315,fivepiece,,laanwj
#12313,SchalkWBurger,,
#12311,rutkov,,
#12309,laanwj,,MarcoFalke
#12308,laanwj,,MarcoFalke
#12306,axvr,randolf,laanwj
#12305,jamesob,,laanwj
#12304,jnewbery,,
#12302,laanwj,,MarcoFalke
#12300,jeffrade,,
#12299,promag,,
#12298,promag,dcousens,laanwj
#12297,promag,,
#12296,MarcoFalke,,jonasschnelli
#12295,practicalswift,,MarcoFalke
#12294,fanquake,,laanwj
#12293,fanquake,jonasschnelli,MarcoFalke
#12292,ajtowns,,MarcoFalke
#12288,annanay25,,
#12287,jonasschnelli,,jonasschnelli
#12286,tamasblummer,superac22,
#12284,practicalswift,,MarcoFalke
#12283,practicalswift,randolf,MarcoFalke
#12282,MarcoFalke,,laanwj
#12281,Sadrainbow,,
#12278,meshcollider,,laanwj
#12277,ghost,,
#12276,promag,,laanwj
#12275,ryanofsky,,
#12274,theuni,,
#12273,MarcoFalke,,
#12270,laanwj,,MarcoFalke
#12269,gmaxwell,,laanwj
#12267,statebits,,
#12266,TheBlueMatt,,laanwj
#12265,kallewoof,,laanwj
#12264,jnewbery,,MarcoFalke
#12262,laanwj,,laanwj
#12261,laanwj,,MarcoFalke
#12260,fwolfst,,laanwj
#12258,tviho,,
#12257,kallewoof,,laanwj
#12255,dongcarl,ryanofsky|ryanofsky|fanquake|fanquake|ryanofsky,laanwj
#12254,jimpo,,laanwj
#12252,ajtowns,,MarcoFalke
#12251,MarcoFalke,,laanwj
#12250,ryanofsky,,laanwj
#12247,karibik,,
#12246,luke-jr,,MarcoFalke
#12242,ruinername,,
#12241,fanquake,,MarcoFalke
#12240,mryandao,,laanwj
#12238,jangck303,,
#12236,cryptonexii,,
#12232,MCFX2,,laanwj
#12231,MarcoFalke,,
#12228,mmgen,,
#12227,ryanofsky,,MarcoFalke
#12225,sdaftuar,Speca92,laanwj
#12221,ryanofsky,,
#12220,ryanofsky,,laanwj
#12218,laanwj,,laanwj
#12217,MarcoFalke,,laanwj
#12216,Sjors,,
#12214,achavala,,
#12213,promag,jonasschnelli,jonasschnelli
#12212,bitspill,randolf,MarcoFalke
#12211,ryanofsky,jonasschnelli,jonasschnelli
#12210,laanwj,,laanwj
#12208,luke-jr,,
#12207,CryptAxe,,
#12206,MarcoFalke,,laanwj
#12204,morcos,,laanwj
#12200,Sjors,,laanwj
#12198,laanwj,,laanwj
#12197,laanwj,,laanwj
#12196,jonasschnelli,,laanwj
#12194,promag,,jonasschnelli
#12193,MarcoFalke,dcousens,MarcoFalke
#12192,fwolfst,,
#12189,ericallam,Sjors,
#12187,jeffrade,,MarcoFalke
#12184,ghost,,
#12183,ghost,,
#12182,ghost,dcousens,laanwj
#12181,ghost,,
#12180,achow101,,
#12177,mruddy,,MarcoFalke
#12173,jonasschnelli,,laanwj
#12172,jtimon,,laanwj
#12169,ghost,,
#12168,jsarenik,theuni,MarcoFalke
#12167,maaku,instagibbs,sipa
#12166,jnewbery,jonasschnelli,laanwj
#12159,ghost,dcousens,laanwj
#12158,ghost,,
#12153,promag,ryanofsky,laanwj
#12152,Sjors,,
#12151,promag,,MarcoFalke
#12150,ryanofsky,,MarcoFalke
#12149,kashyap2690,,
#12148,annahji,,
#12146,luke-jr,,
#12143,azuchi,jonasschnelli,jonasschnelli
#12138,TheBlueMatt,,
#12136,achow101,,
#12135,adityasubramanian,,
#12134,Sjors,MarcoFalke,MarcoFalke
#12133,sdaftuar,,laanwj
#12132,kallewoof,,
#12131,kallewoof,,
#12130,ghost,,
#12128,jtimon,,laanwj
#12127,sdaftuar,,laanwj
#12125,randolf,,
#12124,ghost,,
#12120,TheBlueMatt,jonasschnelli,
#12119,Sjors,,laanwj
#12118,sdaftuar,,laanwj
#12114,TexasSooner,,
#12113,AjkP,,
#12112,jackycjh,,laanwj
#12108,donaloconnor,,laanwj
#12102,Flowdalic,,laanwj
#12101,achow101,,laanwj
#12098,Sjors,,laanwj
#12097,Sjors,jonasschnelli,laanwj
#12096,kallewoof,,
#12095,fanquake,,laanwj
#12094,jonasschnelli,,
#12093,practicalswift,jonasschnelli|fanquake,jonasschnelli
#12092,l2a5b1,,MarcoFalke
#12089,MarcoFalke,,MarcoFalke
#12088,bodapanxu,,
#12087,bodapanxu,,
#12083,promag,ajtowns,laanwj
#12082,Christewart,,MarcoFalke
#12081,ghost,,
#12080,promag,,laanwj
#12079,promag,,MarcoFalke
#12077,l2a5b1,,laanwj
#12076,MarcoFalke,,laanwj
#12075,fanquake,,MarcoFalke
#12074,l2a5b1,dcousens,jonasschnelli
#12068,GENERALGUBERNATOR1,,
#12065,edwinychu,,
#12064,dtarellano,,
#12063,ghost,dcousens,MarcoFalke
#12062,ghost,,laanwj
#12061,blrhc,,
#12055,MarcoFalke,,
#12054,vajdaz,,
#12052,cuckoocoin,,
#12051,puchu,,MarcoFalke
#12050,l2a5b1,,laanwj
#12048,martinus,,laanwj
#12042,jeromer,,
#12041,ghost,,
#12040,lionello,Sjors,
#12035,jb55,,jonasschnelli
#12032,fanquake,,laanwj
#12029,Ov3rlo4d,,jonasschnelli
#12027,fernandezpablo85,,laanwj
#12026,MarcoFalke,,laanwj
#12024,achow101,,
#12023,janstary,,
#12022,blockcash,,
#12007,janbraiins,,MarcoFalke
#12003,blockcash,,
#12002,xoinproject,,
#12001,jeffrade,,laanwj
#12000,blockcash,,
#11997,ajtowns,,MarcoFalke
#11995,fanquake,theuni,laanwj
#11993,tomatopeel,,
#11991,Sjors,instagibbs|jonasschnelli,jonasschnelli
#11989,Sjors,jonasschnelli,laanwj
#11988,AkioNak,dcousens,
#11987,janstary,,
#11986,fanquake,theuni,laanwj
#11984,laanwj,,laanwj
#11981,theuni,,laanwj
#11976,ghost,,
#11971,Varunram,,
#11970,ryanofsky,,MarcoFalke
#11969,Varunram,,
#11968,Raizen,,
#11967,jonasschnelli,,
#11966,luke-jr,,laanwj
#11965,MarcoFalke,,MarcoFalke
#11962,Sjors,,laanwj
#11960,ghost,,laanwj
#11958,fockkboy,,
#11954,agsstaff,,
#11952,MarcoFalke,,laanwj
#11951,TheBlueMatt,,laanwj
#11947,laanwj,,MarcoFalke
#11946,practicalswift,,MarcoFalke
#11945,laanwj,,laanwj
#11943,laanwj,jonasschnelli,laanwj
#11939,Gerjan77,,
#11937,hsjoberg,,
#11936,fanquake,,laanwj
#11923,PierreRochard,dcousens,laanwj
#11921,canselcik,,
#11920,comradekingu,,
#11918,MarcoFalke,,
#11917,Sjors,,laanwj
#11916,flack,,MarcoFalke
#11915,valentinewallace,,
#11913,TheBlueMatt,,
#11912,MarcoFalke,,
#11911,ryanofsky,ken2812221,laanwj
#11910,snomofomo,,
#11909,MarcoFalke,,laanwj
#11908,johnBuffer,,
#11905,himatripuramallu,,
#11904,meshcollider,,laanwj
#11903,jonasschnelli,,jonasschnelli
#11900,instagibbs,kallewoof|kallewoof,laanwj
#11895,cjavad,,
#11892,jonasschnelli,,
#11889,ryanofsky,,laanwj
#11886,TheBlueMatt,,laanwj
#11885,fridzema,,
#11884,kallewoof,jonasschnelli|dcousens,laanwj
#11883,meshcollider,,laanwj
#11882,jonasschnelli,,laanwj
#11881,jnewbery,,
#11880,TheBlueMatt,,laanwj
#11879,jnewbery,,laanwj
#11878,practicalswift,,MarcoFalke
#11877,promag,jonasschnelli,laanwj
#11872,MarcoFalke,,laanwj
#11871,cryptobuks,,
#11870,promag,,laanwj
#11869,jtimon,,MarcoFalke
#11867,jnewbery,,MarcoFalke
#11866,TheBlueMatt,,laanwj
#11865,promag,,
#11864,promag,,laanwj
#11862,ajtowns,,
#11859,vajdaz,,
#11858,MarcoFalke,,laanwj
#11857,jimpo,,
#11856,TheBlueMatt,,
#11854,ryanofsky,,laanwj
#11851,ryanofsky,,
#11849,jnewbery,,laanwj
#11847,sdaftuar,,laanwj
#11845,ghost,laanwj,
#11843,cjavad,,
#11842,kallewoof,,laanwj
#11841,ociera,,
#11839,instagibbs,,laanwj
#11838,MarcoFalke,,laanwj
#11836,hkjn,,laanwj
#11835,practicalswift,,MarcoFalke
#11834,TheBlueMatt,,sipa
#11831,TheBlueMatt,,laanwj
#11830,hkjn,,laanwj
#11829,meshcollider,,laanwj
#11824,TheBlueMatt,dcousens,sipa
#11818,jnewbery,,MarcoFalke
#11817,jnewbery,,MarcoFalke
#11815,paizzj,,
#11813,nopara73,,
#11809,laanwj,gmaxwell|achow101,laanwj
#11806,Varunram,,
#11804,TimothyShimmin,,
#11802,luke-jr,,
#11799,practicalswift,,
#11797,hkjn,,
#11796,ajtowns,jnewbery,laanwj
#11795,practicalswift,,
#11794,laanwj,,laanwj
#11793,Varunram,,laanwj
#11792,aaron-hanson,dcousens,jonasschnelli
#11791,jnewbery,,MarcoFalke
#11790,eklitzke,,
#11789,jnewbery,,laanwj
#11787,rawodb,,
#11785,vii,,
#11784,MoneyMakerLTD,,
#11783,laanwj,,laanwj
#11781,laanwj,,laanwj
#11779,MarcoFalke,,
#11775,TheBlueMatt,,
#11774,ajtowns,,MarcoFalke
#11773,jnewbery,jamesob,laanwj
#11772,jnewbery,,MarcoFalke
#11771,jnewbery,jamesob,
#11770,joemphilips,jgarzik,
#11766,jonasschnelli,,
#11765,aaron-hanson,,
#11762,practicalswift,,MarcoFalke
#11761,Sjors,jb55,laanwj
#11760,ldm5180,,
#11759,jsarenik,,
#11755,fanquake,jonasschnelli,laanwj
#11754,practicalswift,,
#11753,instagibbs,,laanwj
#11751,jamesob,,
#11750,Elbandi,,
#11749,practicalswift,,
#11748,merehap,,laanwj
#11747,Elbandi,,
#11746,practicalswift,,sipa
#11744,practicalswift,theuni,laanwj
#11743,MarcoFalke,,MarcoFalke
#11742,MarcoFalke,instagibbs,laanwj
#11741,eklitzke,,
#11740,jonasschnelli,gmaxwell,laanwj
#11739,sdaftuar,,MarcoFalke
#11738,TheBlueMatt,,laanwj
#11737,sdaftuar,gmaxwell,laanwj
#11735,ldm5180,,
#11734,practicalswift,,
#11733,practicalswift,,laanwj
#11730,Sjors,,
#11729,Sjors,,MarcoFalke
#11726,meshcollider,,MarcoFalke
#11722,tjps,theuni,laanwj
#11718,laanwj,,laanwj
#11714,jamesob,,MarcoFalke
#11713,sipsorcery,,laanwj
#11712,jnewbery,,MarcoFalke
#11711,fanquake,theuni,laanwj
#11710,laanwj,,laanwj
#11708,meshcollider,,
#11707,jnewbery,,MarcoFalke
#11706,TheBlueMatt,,laanwj
#11705,zhaokexun,,
#11704,sipsorcery,,
#11702,jamesob,,laanwj
#11700,willyko,,laanwj
#11699,jnewbery,,laanwj
#11698,lmlsna,laanwj,laanwj
#11697,jnewbery,,
#11694,practicalswift,,
#11692,practicalswift,,
#11691,practicalswift,,
#11690,eklitzke,,MarcoFalke
#11689,practicalswift,,MarcoFalke
#11687,ryanofsky,,
#11686,TheBlueMatt,MarcoFalke,MarcoFalke
#11684,practicalswift,,laanwj
#11683,practicalswift,,MarcoFalke
#11682,practicalswift,,
#11681,SwaddleDoddle,,
#11680,jamesob,,jonasschnelli
#11678,achow101,,
#11677,MarcoFalke,,MarcoFalke
#11676,luke-jr,,MarcoFalke
#11674,laanwj,,
#11670,mikedennis,,
#11669,jBarz,,
#11667,meshcollider,,laanwj
#11666,NicolasDorier,,
#11663,MarcoFalke,,MarcoFalke
#11662,luke-jr,,laanwj
#11660,luke-jr,,
#11658,luke-jr,,sipa
#11655,practicalswift,,laanwj
#11654,practicalswift,,laanwj
#11653,NicolasDorier,,
#11652,practicalswift,,
#11651,meshcollider,,laanwj
#11649,MarcoFalke,,MarcoFalke
#11648,jnewbery,,laanwj
#11647,MarcoFalke,,laanwj
#11646,TheBlueMatt,,laanwj
#11644,TheBlueMatt,,laanwj
#11643,BitonicEelis,,
#11641,MarcoFalke,,laanwj
#11640,ryanofsky,,laanwj
#11639,TheBlueMatt,,
#11638,jnewbery,jamesob,MarcoFalke
#11637,MarcoFalke,,laanwj
#11635,practicalswift,,MarcoFalke
#11634,practicalswift,,MarcoFalke
#11630,sipa,,laanwj
#11629,halvors,,
#11626,laanwj,,MarcoFalke
#11625,ryanofsky,jb55,MarcoFalke
#11624,vivganes,,MarcoFalke
#11623,practicalswift,,MarcoFalke
#11622,laanwj,,
#11621,fanquake,theuni,laanwj
#11620,Sjors,,MarcoFalke
#11619,vivganes,,
#11618,practicalswift,,MarcoFalke
#11617,practicalswift,,laanwj
#11616,jonasschnelli,theuni,laanwj
#11615,shashank-khanna,,
#11614,astanway,,
#11611,fanquake,,laanwj
#11610,meshcollider,,laanwj
#11607,Sjors,,jonasschnelli
#11605,Sjors,,laanwj
#11604,TheBlueMatt,,
#11603,ryanofsky,,laanwj
#11602,azavalla,,
#11599,ryanofsky,,laanwj
#11598,TheBlueMatt,,
#11597,kallewoof,,MarcoFalke
#11596,practicalswift,luke-jr,
#11595,T-Pham,,
#11594,promag,,laanwj
#11593,theuni,dcousens,laanwj
#11592,MarcoFalke,morcos,sipa
#11591,practicalswift,,
#11590,jonasschnelli,,MarcoFalke
#11587,practicalswift,,
#11585,practicalswift,,MarcoFalke
#11583,TheBlueMatt,,laanwj
#11582,luke-jr,,
#11580,TheBlueMatt,,laanwj
#11579,gladosconn,,
#11578,practicalswift,sdaftuar,laanwj
#11577,practicalswift,,laanwj
#11573,fanquake,,laanwj
#11572,csdnnet,,
#11571,BitsInMyBlood,,laanwj
#11570,Maivaza,,
#11568,sdaftuar,,sipa
#11566,pkaksha,,
#11565,ryanofsky,,laanwj
#11563,promag,,
#11562,theuni,,laanwj
#11560,sdaftuar,,laanwj
#11558,sipsorcery,,laanwj
#11557,Sjors,,
#11556,Sjors,,jonasschnelli
#11554,TheBlueMatt,,MarcoFalke
#11553,Varunram,,
#11552,ryanofsky,,laanwj
#11551,practicalswift,ken2812221,
#11550,MarcoFalke,,laanwj
#11547,practicalswift,,
#11545,instagibbs,,
#11543,patikkangayon,,
#11542,lyrra,,
#11541,fanquake,theuni,laanwj
#11539,TheBlueMatt,,laanwj
#11538,sdaftuar,instagibbs,MarcoFalke
#11536,ryanofsky,,laanwj
#11535,practicalswift,,
#11534,sdaftuar,,
#11533,Thoragh,,laanwj
#11532,zastil,,
#11531,TheBlueMatt,,laanwj
#11530,MarcoFalke,,laanwj
#11529,promag,,laanwj
#11528,sipsorcery,,
#11527,schildbach,,laanwj
#11526,sipsorcery,,MarcoFalke
#11525,pierreN,,
#11524,tjps,,laanwj
#11523,JeremyRubin,ajtowns,
#11521,theuni,,laanwj
#11518,jnewbery,,
#11517,martinus,,laanwj
#11516,practicalswift,,laanwj
#11515,promag,,
#11514,promag,,
#11513,jnewbery,,MarcoFalke
#11512,TheBlueMatt,,laanwj
#11511,donaloconnor,,laanwj
#11510,simonmulser,,
#11509,practicalswift,,
#11508,jonasschnelli,,laanwj
#11507,achow101,,
#11504,alfiedotwtf,,
#11499,aarongolliver,,jonasschnelli
#11498,aarongolliver,,
#11497,achow101,,
#11496,meshcollider,jonasschnelli,jonasschnelli
#11495,jnewbery,,laanwj
#11494,ajtowns,,
#11493,cherouvim,,
#11492,promag,,laanwj
#11491,mess110,,jonasschnelli
#11490,sdaftuar,,laanwj
#11489,kallewoof,,
#11488,C0deAi,,
#11487,TheBlueMatt,knoxcard,
#11486,mess110,,laanwj
#11485,meshcollider,,
#11484,pedrobranco,,
#11483,pedrobranco,,MarcoFalke
#11482,AmirAbrams,,
#11480,tjps,,laanwj
#11479,kswapd,,
#11478,PierreRochard,,
#11476,ryanofsky,,laanwj
#11475,mess110,,laanwj
#11474,thomasstep,,
#11472,MarcoFalke,,laanwj
#11471,jonasschnelli,luke-jr,
#11469,kanigsson,,laanwj
#11468,jnewbery,,MarcoFalke
#11467,practicalswift,,laanwj
#11466,meshcollider,,laanwj
#11465,dusty-wil,,MarcoFalke
#11460,fanquake,theuni,jonasschnelli
#11458,sdaftuar,,laanwj
#11457,theuni,,
#11456,TheBlueMatt,,sipa
#11455,mess110,,
#11452,promag,,laanwj
#11448,mess110,,laanwj
#11447,MarcoFalke,,laanwj
#11446,achow101,,
#11445,MarcoFalke,,laanwj
#11443,MarcoFalke,,laanwj
#11442,fanquake,,laanwj
#11441,luke-jr,,
#11440,TheBlueMatt,,laanwj
#11439,promag,,
#11438,sipsorcery,,laanwj
#11437,fanquake,,laanwj
#11435,practicalswift,,laanwj
#11434,benma,,
#11433,MarcoFalke,,MarcoFalke
#11432,promag,dcousens,laanwj
#11431,geohic,,
#11430,jtimon,,
#11428,wodry,,
#11427,jtimon,,
#11426,jtimon,,
#11423,jl2012,,
#11422,TheBlueMatt,,laanwj
#11421,MarcoFalke,,MarcoFalke
#11420,MarcoFalke,,laanwj
#11419,OmeGak,jonasschnelli,jonasschnelli
#11418,maaku,jl2012|instagibbs,sipa
#11417,jl2012,,laanwj
#11415,achow101,,laanwj
#11414,fanquake,,laanwj
#11412,jonasschnelli,,
#11411,jimpo,jl2012,laanwj
#11410,mess110,,
#11408,PierreRochard,,MarcoFalke
#11407,instagibbs,,MarcoFalke
#11406,TheBlueMatt,,laanwj
#11404,jtimon,dcousens,
#11403,sipa,kallewoof,
#11402,promag,,
#11401,MarcoFalke,,laanwj
#11400,jl2012,,
#11399,jl2012,,laanwj
#11398,jl2012,gmaxwell|dcousens,
#11397,laanwj,gmaxwell|gmaxwell,jonasschnelli
#11395,luke-jr,jonasschnelli,jonasschnelli
#11394,sipa,,MarcoFalke
#11392,liushooter,,laanwj
#11391,meshcollider,,MarcoFalke
#11390,jnewbery,,sipa
#11389,sipa,,MarcoFalke
#11387,theuni,,
#11386,karel-3d,dcousens,
#11385,sipa,dcousens,laanwj
#11384,Gazer022,,
#11383,luke-jr,jonasschnelli,
#11381,blockchainhelp,,
#11380,meshcollider,,laanwj
#11377,TheBlueMatt,gmaxwell,laanwj
#11376,tomasvdw,,MarcoFalke
#11374,Reagent1981,,
#11372,sipa,MarcoFalke,laanwj
#11370,promag,,laanwj
#11369,practicalswift,,
#11367,esotericnonsense,,
#11366,esotericnonsense,,
#11365,anditto,,MarcoFalke
#11363,theuni,,laanwj
#11362,gmaxwell,dcousens,sipa
#11361,practicalswift,,
#11359,esotericnonsense,,
#11357,azuchi,,
#11354,danra,,
#11353,danra,dcousens|gmaxwell,MarcoFalke
#11351,danra,dcousens|gmaxwell,sipa
#11350,aijs,,
#11347,aijs,,
#11346,aijs,,
#11345,jnewbery,,MarcoFalke
#11343,isghe,,
#11342,danra,,
#11341,MarcoFalke,,
#11340,danra,gmaxwell,MarcoFalke
#11339,danra,,
#11338,laanwj,gmaxwell,laanwj
#11337,danra,,laanwj
#11335,meshcollider,,laanwj
#11334,achow101,,laanwj
#11333,danra,,
#11332,jonasschnelli,,laanwj
#11331,danra,,
#11330,danra,,MarcoFalke
#11329,mess110,,
#11328,danra,,
#11326,meshcollider,,MarcoFalke
#11325,OrfanMiner,,
#11323,theuni,gmaxwell,MarcoFalke
#11320,dooglus,,
#11319,sdaftuar,,MarcoFalke
#11318,gmaxwell,,laanwj
#11316,promag,luke-jr,MarcoFalke
#11314,mess110,,
#11311,MarcoFalke,,MarcoFalke
#11310,mess110,,MarcoFalke
#11309,morcos,,MarcoFalke
#11308,MarcoFalke,,MarcoFalke
#11307,MarcoFalke,,laanwj
#11306,danra,,
#11305,MarcoFalke,,laanwj
#11303,TheBlueMatt,,MarcoFalke
#11301,benma,dcousens|theuni,sipa
#11300,meshcollider,,MarcoFalke
#11299,mrwhythat,,
#11297,meshcollider,,MarcoFalke
#11296,MarcoFalke,,MarcoFalke
#11295,MarcoFalke,,laanwj
#11293,jamesob,gmaxwell,MarcoFalke
#11292,sipa,,sipa
#11291,dongsam,,MarcoFalke
#11289,meshcollider,,laanwj
#11288,meshcollider,,laanwj
#11287,danra,dougstrong77|dcousens,
#11286,fanquake,,MarcoFalke
#11285,meshcollider,,sipa
#11284,ajtowns,dcousens,laanwj
#11281,jonasschnelli,,
#11280,meshcollider,,
#11279,MarcoFalke,,laanwj
#11277,ryanofsky,luke-jr,laanwj
#11276,jonasschnelli,,MarcoFalke
#11274,mess110,,
#11273,Xekyo,,laanwj
#11272,jonasschnelli,dcousens,laanwj
#11271,theuni,,MarcoFalke
#11270,laanwj,,
#11269,donaloconnor,,MarcoFalke
#11268,jonasschnelli,,laanwj
#11267,laanwj,,MarcoFalke
#11264,practicalswift,,MarcoFalke
#11261,practicalswift,dcousens,
#11260,MarcoFalke,theuni,MarcoFalke
#11259,promag,,laanwj
#11258,jnewbery,,sipa
#11256,esotericnonsense,,
#11255,ysangkok,,laanwj
#11253,JeremyRubin,,
#11252,instagibbs,,sipa
#11250,achow101,,laanwj
#11247,MarcoFalke,,MarcoFalke
#11246,laanwj,,MarcoFalke
#11245,meshcollider,,
#11244,donaloconnor,,
#11241,mess110,,laanwj
#11239,jlopp,,
#11238,meshcollider,,laanwj
#11237,meshcollider,,laanwj
#11236,meshcollider,,laanwj
#11235,aeyoll,,
#11234,meshcollider,dcousens,laanwj
#11232,jjz,dcousens|dcousens,laanwj
#11231,danra,,
#11230,jnewbery,,MarcoFalke
#11227,theuni,,
#11226,practicalswift,,
#11225,sdaftuar,,laanwj
#11224,jlopp,,
#11222,lemzwerg,,
#11221,gnuser,dcousens,laanwj
#11220,Sjors,,laanwj
#11219,Sjors,,laanwj
#11216,utsavgupta,,MarcoFalke
#11215,jnewbery,,sipa
#11213,jnewbery,,
