issue_id,request_by,approved_by,merged_by
#13784,kobake,,
#13783,MarcoFalke,,MarcoFalke
#13782,ken2812221,,MarcoFalke
#13781,Varunram,,
#13780,DrahtBot,,laanwj
#13779,scravy,,MarcoFalke
#13778,jsarenik,,
#13776,practicalswift,,laanwj
#13775,practicalswift,,MarcoFalke
#13774,practicalswift,,MarcoFalke
#13773,practicalswift,,MarcoFalke
#13771,MarcoFalke,,MarcoFalke
#13770,practicalswift,,
#13769,practicalswift,,MarcoFalke
#13768,practicalswift,,
#13767,practicalswift,,MarcoFalke
#13766,practicalswift,,
#13765,ken2812221,,laanwj
#13764,ken2812221,,laanwj
#13763,joohyuck,,
#13761,leishman,,
#13760,renepickhardt,,
#13756,kallewoof,,
#13755,ken2812221,,
#13753,promag,,MarcoFalke
#13751,l2a5b1,,
#13750,Sjors,,MarcoFalke
#13747,domob1812,,MarcoFalke
#13746,kallewoof,,
#13743,ken2812221,ryanofsky|ryanofsky,MarcoFalke
#13742,MarcoFalke,,laanwj
#13741,fanquake,,
#13740,hmel,,MarcoFalke
#13739,hmel,,
#13734,ken2812221,,laanwj
#13733,AtsukiTak,,laanwj
#13732,Fuzzbawls,,MarcoFalke
#13729,Empact,,MarcoFalke
#13728,Empact,scravy,MarcoFalke
#13727,spyder46n2,,
#13726,l2a5b1,,MarcoFalke
#13725,Empact,,MarcoFalke
#13724,ken2812221,,laanwj
#13723,sipa,,laanwj
#13722,hmel,,MarcoFalke
#13721,achow101,,laanwj
#13720,practicalswift,,
#13719,sipa,,laanwj
#13718,masonicboom,,MarcoFalke
#13717,masonicboom,randolf,laanwj
#13716,kallewoof,,laanwj
#13715,marcoagner,,MarcoFalke
#13714,ken2812221,,MarcoFalke
#13713,jonasschnelli,,
#13712,practicalswift,,MarcoFalke
#13711,AkioNak,kallewoof,MarcoFalke
#13710,ken2812221,,laanwj
#13709,GerardoTaboada,,
#13708,masonicboom,,
#13707,masonicboom,,laanwj
#13706,MitchellCash,randolf,MarcoFalke
#13705,practicalswift,,laanwj
#13703,MarcoFalke,,laanwj
#13702,Sjors,,
#13699,kallewoof,,laanwj
#13698,masonicboom,,
#13697,sipa,Sjors|jonasschnelli,laanwj
#13696,TheCharlatan,,MarcoFalke
#13695,Empact,,laanwj
#13693,Empact,,MarcoFalke
#13692,MarcoFalke,,laanwj
#13691,practicalswift,,MarcoFalke
#13690,Empact,,MarcoFalke
#13689,greenaddress,,MarcoFalke
#13687,MarcoFalke,,laanwj
#13684,practicalswift,,
#13683,practicalswift,,MarcoFalke
#13682,practicalswift,,MarcoFalke
#13681,JBaczuk,,
#13680,jamesob,,laanwj
#13679,sipa,,MarcoFalke
#13678,theuni,,laanwj
#13677,Sjors,,
#13676,Sjors,randolf,laanwj
#13674,LeandroRocha84,,
#13672,sipsorcery,,laanwj
#13671,l2a5b1,,laanwj
#13670,fanquake,,
#13669,conscott,,MarcoFalke
#13667,domob1812,,laanwj
#13666,achow101,,laanwj
#13665,ken2812221,,laanwj
#13664,masonicboom,,MarcoFalke
#13663,MarcoFalke,,MarcoFalke
#13662,Sjors,randolf,MarcoFalke
#13660,ken2812221,,
#13659,theuni,,sipa
#13658,Empact,,laanwj
#13657,Empact,,laanwj
#13656,l2a5b1,,MarcoFalke
#13655,afk11,,laanwj
#13654,kallewoof,ken2812221|ryanofsky|ryanofsky,
#13652,Empact,,laanwj
#13651,Empact,,sipa
#13650,ken2812221,,MarcoFalke
#13649,jamesob,,MarcoFalke
#13648,ken2812221,,
#13647,conradoplg,,laanwj
#13646,domob1812,,
#13645,jamesob,,MarcoFalke
#13644,MarcoFalke,,laanwj
#13643,h4x3rotab,,
#13639,Empact,,
#13638,domob1812,,laanwj
#13637,promag,martinpgaunt,
#13636,leekt216,,
#13634,MarcoFalke,kallewoof,MarcoFalke
#13633,Empact,,laanwj
#13632,Empact,,
#13631,Empact,,laanwj
#13630,Empact,,sipa
#13628,dongcarl,,
#13627,l2a5b1,,laanwj
#13626,MarcoFalke,,MarcoFalke
#13625,satwo,,laanwj
#13624,nishanthkumarpathi,,
#13623,ken2812221,,MarcoFalke
#13622,TheBlueMatt,,laanwj
#13621,Flowdalic,,
#13619,Empact,,
#13618,stefek99,,
#13617,fanquake,,MarcoFalke
#13616,sugarjig,,
#13615,fanquake,,laanwj
#13614,fanquake,,laanwj
#13612,tecnovert,,
#13611,ken2812221,,laanwj
#13610,qshuai,,
#13609,rex4539,,
#13605,jhfrontz,,laanwj
#13604,TheCharlatan,martinpgaunt|theuni,laanwj
#13603,domob1812,,laanwj
#13602,YutakaNakasone,randolf,
#13600,Andreasjuette,,
#13598,AkioNak,,MarcoFalke
#13596,mruddy,,
#13592,ken2812221,,laanwj
#13589,satwo,randolf,
#13588,wodry,,laanwj
#13587,lijhui,,
#13586,kallewoof,,laanwj
#13584,Empact,,
#13583,Empact,,
#13582,Empact,,
#13580,ken2812221,jb55,laanwj
#13578,mruddy,,laanwj
#13577,mruddy,,laanwj
#13575,wodry,,laanwj
#13574,fanquake,,laanwj
#13573,berktaylan,,
#13572,ErdenCelik,,
#13570,domob1812,,laanwj
#13569,aqwark,,
#13568,Gnappuraz,ken2812221,laanwj
#13566,jnewbery,,sipa
#13565,Empact,,MarcoFalke
#13564,jnewbery,,MarcoFalke
#13563,promag,,MarcoFalke
#13562,MarcoFalke,,
#13561,droark,,
#13560,Empact,,
#13558,Empact,,laanwj
#13557,achow101,,laanwj
#13555,JBaczuk,,MarcoFalke
#13554,practicalswift,,laanwj
#13551,practicalswift,,MarcoFalke
#13549,practicalswift,,
#13548,practicalswift,,
#13547,ajtowns,,laanwj
#13546,practicalswift,achow101,MarcoFalke
#13545,practicalswift,,MarcoFalke
#13544,fanquake,,laanwj
#13543,laanwj,theuni,laanwj
#13542,stakauskas,,
#13541,kallewoof,,MarcoFalke
#13537,wodry,jb55,jonasschnelli
#13536,MarcoFalke,,MarcoFalke
#13535,MarcoFalke,,MarcoFalke
#13534,practicalswift,,MarcoFalke
#13532,wodry,jb55,laanwj
#13531,MarcoFalke,,MarcoFalke
#13530,laanwj,,laanwj
#13529,promag,,laanwj
#13528,laanwj,,MarcoFalke
#13527,MarcoFalke,,laanwj
#13522,jnewbery,,MarcoFalke
#13521,kumargauravtiwary,,
#13517,MarcoFalke,,laanwj
#13515,ken2812221,,MarcoFalke
#13514,fanquake,,
#13513,fanquake,,
#13512,MarcoFalke,,MarcoFalke
#13510,DesWurstes,ken2812221,laanwj
#13507,kristapsk,,laanwj
#13506,jonasschnelli,ken2812221,MarcoFalke
#13503,practicalswift,,MarcoFalke
#13501,promag,ken2812221,
#13500,achow101,,laanwj
#13498,jnewbery,TheCharlatan,sipa
#13496,wodry,ken2812221,laanwj
#13494,practicalswift,,MarcoFalke
#13493,fanquake,,
#13492,promag,,
#13491,sipa,jb55,laanwj
#13490,qmma70,,
#13488,wodry,ken2812221,MarcoFalke
#13486,ken2812221,,laanwj
#13485,ken2812221,,
#13482,ken2812221,,laanwj
#13481,MarcoFalke,,laanwj
#13480,theuni,,laanwj
#13479,loganaden,,laanwj
#13476,murrayn,ken2812221,MarcoFalke
#13474,nikhilkumar94,,
#13472,HashUnlimited,lubuzzo,
#13471,sipa,,laanwj
#13470,Sjors,,
#13468,kaloudis,,
#13467,jnewbery,,laanwj
#13465,ken2812221,theuni,MarcoFalke
#13464,kristapsk,,
#13463,spyder46n2,,
#13461,jonasschnelli,,
#13460,MarcoFalke,,MarcoFalke
#13458,laanwj,,laanwj
#13457,MarcoFalke,,laanwj
#13455,fanquake,,laanwj
#13454,practicalswift,,laanwj
#13452,instagibbs,sdaftuar,laanwj
#13451,instagibbs,,laanwj
#13450,practicalswift,ken2812221,MarcoFalke
#13449,instagibbs,,
#13448,practicalswift,ken2812221,laanwj
#13447,ken2812221,,MarcoFalke
#13446,murrayn,,
#13445,ken2812221,murrayn,laanwj
#13444,zhiyuan-lin,,
#13443,lucash-dev,ken2812221,laanwj
#13442,sipa,,
#13441,achow101,kallewoof|ken2812221,MarcoFalke
#13440,MarcoFalke,,laanwj
#13439,TheBlueMatt,jonasschnelli,jonasschnelli
#13438,sipa,,laanwj
#13437,MarcoFalke,,laanwj
#13435,Empact,theuni|ken2812221,laanwj
#13434,ken2812221,,
#13431,kallewoof,,MarcoFalke
#13430,kallewoof,,
#13429,Empact,,laanwj
#13428,kallewoof,jonasschnelli,laanwj
#13426,ken2812221,,
#13425,achow101,,laanwj
#13424,Empact,,MarcoFalke
#13423,skeees,,laanwj
#13422,Empact,,MarcoFalke
#13421,MarcoFalke,,laanwj
#13420,Empact,,
#13419,lucash-dev,,laanwj
#13418,wodry,jb55|practicalswift,sipa
#13417,skeees,,sipa
#13416,wodry,,
#13415,MarcoFalke,,
#13413,skeees,,
#13412,MarcoFalke,ken2812221,laanwj
#13410,marcoagner,,
#13408,theuni,,laanwj
#13407,skeees,jamesob,
#13406,ken2812221,,MarcoFalke
#13404,lucash-dev,,MarcoFalke
#13402,TheBlueMatt,randolf,MarcoFalke
#13400,theuni,,
#13399,MarcoFalke,,laanwj
#13396,Empact,,laanwj
#13395,MarcoFalke,,
#13394,theuni,,laanwj
#13393,sipa,,laanwj
#13392,practicalswift,,
#13391,practicalswift,,
#13390,ken2812221,,
#13389,n2yen,,
#13388,qmma70,,
#13386,sipa,,laanwj
#13385,practicalswift,,laanwj
#13384,MarcoFalke,,
#13383,practicalswift,MarcoFalke,laanwj
#13382,practicalswift,,
#13381,marcoagner,,jonasschnelli
#13375,undercoverGod,giancarloGiuffra,
#13374,kaplanmaxe,,laanwj
#13373,eudisd,,
#13372,steverusso,,laanwj
#13369,mess110,randolf,laanwj
#13368,achow101,,MarcoFalke
#13367,MarcoFalke,,laanwj
#13366,giulio92,,laanwj
#13365,yuntai,,
#13364,mess110,,
#13359,MarcoFalke,DocOBITCOIN,
#13357,jl2012,,
#13355,practicalswift,,laanwj
#13353,MarcoFalke,randolf,laanwj
#13352,MarcoFalke,,laanwj
#13351,MarcoFalke,,MarcoFalke
#13350,lmanners,,MarcoFalke
#13349,laanwj,jb55|ken2812221,MarcoFalke
#13348,jl2012,,
#13347,MarcoFalke,ken2812221,MarcoFalke
#13346,fanquake,,MarcoFalke
#13341,laanwj,,MarcoFalke
#13340,fanquake,,laanwj
#13339,promag,ryanofsky,laanwj
#13338,ghost,,
#13336,fanquake,,laanwj
#13335,eklitzke,,
#13322,glaksmono,,
#13321,glaksmono,,
#13320,jhfrontz,,
#13319,MarcoFalke,,laanwj
#13318,TronBlack,,
#13317,MarcoFalke,,laanwj
#13315,Alex-CodeLab,,
#13314,laanwj,Oolanla8888|ken2812221|MarcoFalke,MarcoFalke
#13312,practicalswift,randolf,MarcoFalke
#13311,jtimon,instagibbs,MarcoFalke
#13310,promag,,laanwj
#13309,martinus,MarcoFalke,laanwj
#13308,ken2812221,,
#13307,achow101,,
#13306,theuni,,laanwj
#13305,jimpo,,
#13304,MarcoFalke,,MarcoFalke
#13301,Empact,ken2812221,MarcoFalke
#13300,MarcoFalke,,laanwj
#13298,naumenkogs,,
#13297,jnewbery,,MarcoFalke
#13295,practicalswift,,laanwj
#13294,practicalswift,,laanwj
#13293,KaneoHunter,,
#13292,jonasschnelli,,
#13291,Empact,kallewoof,MarcoFalke
#13289,achow101,,
#13288,Empact,MarcoFalke|kallewoof,laanwj
#13284,brandonrninefive,,laanwj
#13282,domob1812,,MarcoFalke
#13281,MarcoFalke,,laanwj
#13280,GreatSock,MarcoFalke,
#13278,GreatSock,,
#13276,GreatSock,,
#13275,jonasschnelli,,laanwj
#13273,jonasschnelli,,laanwj
#13269,Empact,kallewoof,laanwj
#13268,Empact,,
#13267,Empact,,
#13266,Empact,,laanwj
#13265,laanwj,kallewoof,laanwj
#13264,GreatSock,kallewoof,jonasschnelli
#13262,jonasschnelli,,
#13259,kallewoof,,laanwj
#13258,kallewoof,ken2812221,laanwj
#13257,Empact,,
#13255,fanquake,,MarcoFalke
#13254,Empact,theuni,MarcoFalke
#13253,fanquake,,laanwj
#13252,Empact,,laanwj
#13251,fanquake,,MarcoFalke
#13250,pstratem,,
#13249,practicalswift,,laanwj
#13248,mess110,,laanwj
#13247,skeees,jamesob,MarcoFalke
#13246,ken2812221,,laanwj
#13243,jimpo,jamesob,laanwj
#13242,kallewoof,,
#13241,Empact,,MarcoFalke
#13239,Empact,,
#13236,ken2812221,,MarcoFalke
#13235,Empact,ken2812221,laanwj
#13234,Empact,,laanwj
#13233,TheBlueMatt,,
#13232,practicalswift,,
#13230,practicalswift,ken2812221,laanwj
#13229,jonasschnelli,,
#13228,sipa,,MarcoFalke
#13226,Empact,,
#13223,Empact,,
#13222,Empact,,
#13221,practicalswift,,MarcoFalke
#13220,jbampton,,
#13219,MarcoFalke,,laanwj
#13216,marcoagner,,jonasschnelli
#13215,ken2812221,jamesob|jamesob,laanwj
#13214,practicalswift,,MarcoFalke
#13212,lmanners,,laanwj
#13211,laanwj,,
#13210,jbampton,,MarcoFalke
#13209,glaksmono,,
#13208,kallewoof,,
#13206,leiyong1413,,
#13205,jnewbery,,laanwj
#13204,JeremyRubin,jimpo|ryanofsky|ryanofsky|ryanofsky|ariard|ryanofsky,MarcoFalke
#13203,TheBlueMatt,,
#13202,martinus,,
#13201,sdaftuar,,MarcoFalke
#13200,jamesob,,
#13199,sdaftuar,,sipa
#13198,sdaftuar,,MarcoFalke
#13197,kallewoof,,laanwj
#13196,glaksmono,,
#13195,ken2812221,,
#13194,sipa,jtimon,laanwj
#13193,promag,,
#13192,lmanners,,MarcoFalke
#13191,sipa,,
#13190,achow101,,MarcoFalke
#13189,promag,,
#13188,MarcoFalke,,laanwj
#13186,skeees,,
#13185,sipa,,laanwj
#13184,harding,,MarcoFalke
#13183,glaksmono,ken2812221,laanwj
#13180,donaloconnor,jonasschnelli,jonasschnelli
#13177,ken2812221,,laanwj
#13176,martinus,,laanwj
#13172,ghost,,
#13171,ken2812221,,laanwj
#13168,jamesob,,
#13167,martinus,,
#13166,mocacinno,,
#13165,fanquake,,MarcoFalke
#13163,practicalswift,,MarcoFalke
#13162,jnewbery,,laanwj
#13161,real-or-random,,laanwj
#13160,promag,,laanwj
#13159,practicalswift,luke-jr,laanwj
#13158,marcoagner,,MarcoFalke
#13157,laanwj,,
#13154,ryanofsky,,laanwj
#13153,laanwj,,laanwj
#13152,chris-belcher,scravy,MarcoFalke
#13151,laanwj,,laanwj
#13149,practicalswift,laanwj|jonasschnelli,laanwj
#13148,practicalswift,,laanwj
#13146,laanwj,,laanwj
#13145,winder,MarcoFalke,MarcoFalke
#13144,jimpo,,
#13142,sipa,Empact,laanwj
#13141,marcoagner,,laanwj
#13139,sidhujag,,
#13138,jnewbery,,MarcoFalke
#13137,laanwj,,
#13136,jnewbery,,MarcoFalke
#13135,laanwj,,
#13134,laanwj,,laanwj
#13133,ken2812221,,MarcoFalke
#13131,ken2812221,donaloconnor,laanwj
#13130,jnewbery,jamesob,MarcoFalke
#13128,practicalswift,,MarcoFalke
#13127,practicalswift,,MarcoFalke
#13126,practicalswift,,MarcoFalke
#13125,practicalswift,,MarcoFalke
#13124,mryandao,,laanwj
#13123,practicalswift,,MarcoFalke
#13122,dbolser,,
#13120,MarcoFalke,dcousens|jnewbery,laanwj
#13119,MarcoFalke,,jonasschnelli
#13118,Linrono,,laanwj
#13116,practicalswift,,MarcoFalke
#13115,practicalswift,,MarcoFalke
#13114,practicalswift,,MarcoFalke
#13113,practicalswift,,
#13112,achow101,,MarcoFalke
#13111,promag,,jonasschnelli
#13109,mryandao,fanquake,laanwj
#13107,ken2812221,,
#13106,TheBlueMatt,jimpo,laanwj
#13105,jamesob,,laanwj
#13102,witty67,,
#13100,promag,,
#13099,jamesob,,
#13098,MarcoFalke,,
#13097,promag,,jonasschnelli
#13096,jl2012,,laanwj
#13095,fanquake,ken2812221,MarcoFalke
#13094,ken2812221,,laanwj
#13093,fanquake,,laanwj
#13091,fanquake,,
#13090,laanwj,,laanwj
#13088,ajtowns,,
#13084,sipa,melG81,
#13083,practicalswift,,MarcoFalke
#13082,kristapsk,,MarcoFalke
#13081,practicalswift,,MarcoFalke
#13080,practicalswift,,MarcoFalke
#13079,Empact,,jonasschnelli
#13077,practicalswift,,MarcoFalke
#13076,Empact,ryanofsky,meshcollider
#13075,jnewbery,,MarcoFalke
#13074,jnewbery,,MarcoFalke
#13073,laanwj,,MarcoFalke
#13072,ajtowns,,sipa
#13071,laanwj,,
#13070,promag,,
#13069,practicalswift,jb55,MarcoFalke
#13068,practicalswift,,
#13067,ccdle12,,
#13066,ken2812221,,laanwj
#13065,ken2812221,,
#13064,sipa,,laanwj
#13063,promag,jonasschnelli|danielsam,laanwj
#13061,bmwiedemann,,laanwj
#13060,jnewbery,,laanwj
#13058,jnewbery,,jonasschnelli
#13057,instagibbs,,
#13056,nixbox,,laanwj
#13055,laanwj,,MarcoFalke
#13054,practicalswift,,MarcoFalke
#13052,practicalswift,grinbuck,MarcoFalke
#13051,MarcoFalke,randolf,laanwj
#13050,lucash-dev,,
#13049,MarcoFalke,sdaftuar,MarcoFalke
#13048,jnewbery,,MarcoFalke
#13047,jnewbery,,MarcoFalke
#13046,skeees,,MarcoFalke
#13045,instagibbs,,
#13043,Sjors,randolf,laanwj
#13042,qshuai,,
#13041,practicalswift,ken2812221,laanwj
#13040,askaydevs,,
#13039,laanwj,theuni,laanwj
#13037,charkala,,
#13034,promag,,
#13033,jimpo,,sipa
#13032,kristapsk,,laanwj
#13031,sipsorcery,,laanwj
#13030,jnewbery,,laanwj
#13029,Sjors,,
#13028,promag,,laanwj
#13026,promag,,MarcoFalke
#13025,tjps,,MarcoFalke
#13024,ken2812221,MarcoFalke,laanwj
#13023,skeees,,laanwj
#13022,jamesob,,laanwj
#13021,jimpo,,sipa
#13020,Empact,,laanwj
#13019,Empact,,
#13018,Empact,,
#13017,promag,kallewoof,
#13016,Empact,,laanwj
#13014,jonasschnelli,,
#13013,MarcoFalke,,MarcoFalke
#13012,jamesob,murrayn,laanwj
#13011,MarcoFalke,,laanwj
#13010,wbarobinson,,
#13008,IPGlider,,
#13007,promag,,laanwj
#13005,practicalswift,,laanwj
#13004,practicalswift,,laanwj
#13003,MarcoFalke,jamesob,laanwj
#13002,sipa,,laanwj
#13000,MarcoFalke,,
#12999,ken2812221,,laanwj
#12998,TheBlueMatt,,laanwj
#12997,MarcoFalke,,laanwj
#12996,practicalswift,,MarcoFalke
#12993,practicalswift,,laanwj
#12992,PierreRochard,,laanwj
#12991,Empact,,
#12990,MarcoFalke,,
#12988,skeees,,laanwj
#12987,practicalswift,,MarcoFalke
#12986,okayplanet,,laanwj
#12985,JeremyRand,ken2812221,laanwj
#12984,practicalswift,,
#12983,instagibbs,jonasschnelli,
#12982,ryanofsky,,MarcoFalke
#12981,jnewbery,,
#12980,jonasschnelli,,jonasschnelli
#12979,TheBlueMatt,,
#12977,promag,,laanwj
#12976,Empact,,
#12973,sipa,,laanwj
#12972,ken2812221,,MarcoFalke
#12971,TheCharlatan,Sjors,laanwj
#12970,theuni,,sipa
#12969,Empact,,laanwj
#12968,laanwj,,
#12967,fanquake,,laanwj
#12966,kallewoof,,
#12965,jonasschnelli,,
#12963,practicalswift,ajtowns,MarcoFalke
#12960,MarcoFalke,,
#12959,Empact,,
#12957,sparpana,,
#12956,MarcoFalke,,
#12954,jimpo,jamesob,sipa
#12953,jnewbery,,laanwj
#12951,jamesob,,laanwj
#12950,MarcoFalke,,laanwj
#12949,MarcoFalke,,MarcoFalke
#12947,instagibbs,,MarcoFalke
#12946,fanquake,theuni,laanwj
#12944,instagibbs,,jonasschnelli
#12942,Empact,,laanwj
#12941,jonasschnelli,randolf,laanwj
#12940,Empact,,
#12939,Empact,,laanwj
#12938,Empact,jimpo,
#12937,Empact,,
#12935,MarcoFalke,,
#12934,skeees,,
#12933,MarcoFalke,,MarcoFalke
#12932,laanwj,,MarcoFalke
#12931,ajtowns,,
#12930,conscott,,
#12929,promag,,
#12928,practicalswift,,laanwj
#12927,trulex,,MarcoFalke
#12926,sipa,,laanwj
#12925,jonasschnelli,,laanwj
#12924,jnewbery,,jonasschnelli
#12923,laanwj,,laanwj
#12921,Empact,,
#12920,kallewoof,,laanwj
#12919,VizXu,,
#12918,kallewoof,,MarcoFalke
#12917,MarcoFalke,,MarcoFalke
#12916,sipa,,laanwj
#12914,practicalswift,,
#12912,murrayn,,
#12911,kallewoof,,
#12909,MarcoFalke,,laanwj
#12906,ryanofsky,,MarcoFalke
#12905,sdaftuar,,MarcoFalke
#12904,sdaftuar,,laanwj
#12902,sdaftuar,,MarcoFalke
#12901,practicalswift,,MarcoFalke
#12900,martintibor40,,
#12899,AkioNak,,jonasschnelli
#12898,lachlangreenbank,,
#12897,practicalswift,,
#12896,practicalswift,,laanwj
#12895,practicalswift,,laanwj
#12894,MarcoFalke,practicalswift,
#12893,chivambo,,
#12892,jnewbery,,laanwj
#12891,jnewbery,,laanwj
#12890,sipa,,
#12889,2a5A1Ghu1,,
#12888,instagibbs,,laanwj
#12887,jnewbery,,laanwj
#12886,sipa,,laanwj
#12885,sipa,,laanwj
#12882,practicalswift,,MarcoFalke
#12881,murrayn,,laanwj
#12879,kallewoof,,
#12878,ajtowns,,jonasschnelli
#12877,knoxcard,,laanwj
#12874,sipa,,
#12873,jamesob,,
#12871,practicalswift,,MarcoFalke
#12870,Sjors,jonasschnelli,jonasschnelli
#12869,kallewoof,,
#12862,GabrielDav,,
#12861,jnewbery,,MarcoFalke
#12860,MarcoFalke,randolf,laanwj
#12859,luke-jr,randolf,laanwj
#12857,ken2812221,,laanwj
#12856,WillAyd,,laanwj
#12855,tjps,laanwj,laanwj
#12854,luke-jr,,laanwj
#12853,MarcoFalke,,MarcoFalke
#12852,MarcoFalke,,laanwj
#12851,MarcoFalke,,MarcoFalke
#12850,2a5A1Ghu1,,laanwj
#12849,ccdle12,,MarcoFalke
#12846,Empact,,MarcoFalke
#12845,moneyball,,MarcoFalke
#12843,jnewbery,,MarcoFalke
#12842,promag,,laanwj
#12839,laanwj,,laanwj
#12837,joemphilips,,MarcoFalke
#12836,promag,,laanwj
#12833,Sjors,,
#12831,MarcoFalke,,
#12830,jamesob,jonasschnelli,laanwj
#12829,jnewbery,ken2812221,laanwj
#12827,matthias-g,,
#12826,conscott,,
#12825,eklitzke,,
#12823,MarcoFalke,randolf,
#12822,TheBlueMatt,,laanwj
#12821,MarcoFalke,randolf|ken2812221,laanwj
#12820,MarcoFalke,,MarcoFalke
#12818,Sjors,jonasschnelli,MarcoFalke
#12813,murrayn,,
#12812,Empact,,
#12811,laanwj,,laanwj
#12810,romanz,randolf,MarcoFalke
#12809,murrayn,randolf,
#12806,MarcoFalke,eklitzke,laanwj
#12804,jnewbery,,MarcoFalke
#12803,sipa,kallewoof|jtimon,laanwj
#12802,TheBlueMatt,,
#12801,skeees,,
#12800,practicalswift,,laanwj
#12798,MarcoFalke,randolf,laanwj
#12797,MarcoFalke,randolf,laanwj
#12795,instagibbs,randolf|eklitzke,jonasschnelli
#12793,MarcoFalke,,laanwj
#12792,skeees,,
#12791,TheBlueMatt,ken2812221,jonasschnelli
#12790,conscott,,laanwj
#12789,practicalswift,,
#12788,kallewoof,theuni,laanwj
#12787,practicalswift,,laanwj
#12785,practicalswift,,laanwj
#12784,practicalswift,eklitzke,laanwj
#12783,krab,,laanwj
#12782,practicalswift,,
#12781,practicalswift,,
#12780,practicalswift,dcousens|randolf|randolf,MarcoFalke
#12779,practicalswift,,laanwj
#12778,GabrielDav,randolf,laanwj
#12775,Christewart,,laanwj
#12774,jakubtrnka,,
#12772,jnewbery,,MarcoFalke
#12770,practicalswift,donaloconnor|dcousens,MarcoFalke
#12769,ghost,randolf,laanwj
#12767,practicalswift,randolf|donaloconnor,
#12766,romanz,,laanwj
#12765,Empact,,
#12764,conscott,,MarcoFalke
#12763,JeremyRubin,,laanwj
#12762,promag,,laanwj
#12760,jimpo,randolf,MarcoFalke
#12759,eklitzke,randolf,laanwj
#12757,practicalswift,eklitzke,MarcoFalke
#12756,jnewbery,,laanwj
#12755,jnewbery,kallewoof,laanwj
#12752,sipa,dcousens,laanwj
#12750,donaloconnor,eklitzke|dcousens,sipa
#12749,instagibbs,sdaftuar,laanwj
#12747,practicalswift,,MarcoFalke
#12746,practicalswift,,MarcoFalke
#12745,Empact,,
#12744,eklitzke,,
#12743,sipa,,sipa
#12742,sipa,eklitzke,MarcoFalke
#12740,sipa,eklitzke|dcousens,laanwj
#12739,pedrobranco,,
#12737,ryanofsky,dcousens,sipa
#12736,lutangar,,
#12731,sipa,eklitzke,laanwj
#12729,ryanofsky,,laanwj
#12728,jnewbery,,MarcoFalke
#12727,lutangar,,MarcoFalke
#12725,mathhoang88,,
#12723,krab,,laanwj
#12721,jonasschnelli,,laanwj
#12720,jeffrade,,MarcoFalke
#12719,practicalswift,randolf|eklitzke,MarcoFalke
#12718,MarcoFalke,,laanwj
#12717,romanz,,laanwj
#12716,rex4539,randolf,MarcoFalke
#12715,hkjn,randolf|theuni,laanwj
#12714,sipa,,laanwj
#12713,eklitzke,,MarcoFalke
#12712,sipa,,
#12711,WhiteSymmetry,,
#12710,jeffrade,,MarcoFalke
#12709,instagibbs,donaloconnor,MarcoFalke
#12708,sipa,,laanwj
#12707,practicalswift,,
#12705,kallewoof,,
#12704,bitkevin,dcousens,laanwj
#12702,kallewoof,,MarcoFalke
#12701,kallewoof,,
#12700,ryanofsky,randolf,laanwj
#12699,instagibbs,,laanwj
#12696,eklitzke,,
#12695,eklitzke,theuni,
#12694,achow101,instagibbs,laanwj
#12693,drewx2,sdaftuar,sipa
#12692,eklitzke,randolf|theuni,laanwj
#12689,eklitzke,randolf|Sjors,
#12687,Sjors,,
#12686,practicalswift,,sipa
#12685,bill-walker,,
#12683,sipa,eklitzke,sipa
#12682,MarcoFalke,,laanwj
#12681,ryanofsky,,MarcoFalke
#12680,vasild,,laanwj
#12679,Maivaza,,
#12678,vasild,theuni,laanwj
#12676,dexX7,instagibbs|Sjors,laanwj
#12675,kentang8228,,
#12672,shmulim,,
#12671,practicalswift,,
#12670,aaassad,,
#12668,nvercamm,,laanwj
#12666,luke-jr,,laanwj
#12665,practicalswift,,
#12664,eklitzke,,
#12659,eklitzke,randolf,MarcoFalke
#12658,sipa,,laanwj
#12656,maaku,,
#12654,teamfiness,,
#12653,jonasschnelli,randolf,laanwj
#12652,practicalswift,randolf,laanwj
#12650,l2a5b1,randolf|Sjors,laanwj
#12649,eklitzke,,
#12648,MarcoFalke,,laanwj
#12647,jimpo,,
#12644,NicolasDorier,randolf,
#12643,MarcoFalke,,laanwj
#12639,promag,,laanwj
#12638,MarcoFalke,,laanwj
#12637,fanquake,randolf,MarcoFalke
#12636,fanquake,,laanwj
#12634,kallewoof,,laanwj
#12633,btcdrak,,
#12631,kallewoof,,MarcoFalke
#12630,murrayn,randolf,laanwj
#12629,dagurval,,
#12627,MarcoFalke,,MarcoFalke
#12626,EthanHeilman,randolf|theuni,laanwj
#12625,fanquake,,laanwj
#12622,laanwj,,laanwj
#12621,promag,,sipa
#12620,promag,,laanwj
#12619,kallewoof,,laanwj
#12618,eklitzke,,laanwj
#12617,laanwj,randolf,laanwj
#12616,promag,randolf,laanwj
#12615,ken2812221,randolf,laanwj
#12611,practicalswift,,
#12610,jonasschnelli,,jonasschnelli
#12609,jerryldh,,
#12607,fanquake,theuni,MarcoFalke
#12606,MarcoFalke,,
#12604,eklitzke,,laanwj
#12603,jamesob,randolf,laanwj
#12600,richardkiss,,laanwj
#12599,bill-walker,,
#12598,rex4539,,
#12597,happymark01,,
#12593,rex4539,randolf,
#12589,crypt0rick,,
#12588,kosciej,,laanwj
#12587,jonasschnelli,,
